plateifu,log(N/Ha),log(O/Hb),avg_emline_sew_peak_ha_6564
8240-12704,-0.082216839,0.559041941,0.294578042
8240-12705,-0.493946136,-0.345890334,16.75084829
8240-1901,-0.335257849,-0.132723476,2.223988414
8240-1902,-0.105642876,0.051047215,1.271812767
8240-3701,-0.124221331,0.187723793,4.621243834
8240-3702,-0.701147378,0.020139781,21.84732056
8240-3703,-0.038389327,0.068597279,1.924073368
8240-3704,-0.710823549,0.082729594,0.642645359
8240-6101,-0.441595102,-0.435785319,12.51582527
8240-6102,-0.625629619,-0.163124921,15.15162206
8240-6103,-0.449300152,-0.462849276,45.4153471
8240-6104,-0.383368268,-0.347486306,32.69934177
8240-9101,-0.483012988,-0.302446561,14.91862822
8240-9102,-0.233636079,0.038501339,0.290742069
8243-12701,0.089183997,0.417193534,10.02391982
8243-12702,-0.658199426,-0.012926399,4.138839722
8243-12703,-0.570557852,-0.235885769,1.604361475
8243-12704,-0.364560644,-0.396066828,11.93787551
8243-12705,-0.59329098,-0.278602481,5.160509348
8243-1901,-0.420595297,-0.617634234,10.71693254
8243-1902,-0.039778521,1.878233973,0.688333243
8243-3701,-0.391329789,-0.220941131,0.392120413
8243-3702,0.227860295,0.528969419,0.805325955
8243-3703,-0.015557424,-0.157356661,0.399852775
8243-3704,-0.02754613,-0.111118267,0.78071548
8243-6101,0.162978903,0.187181783,1.047018856
8243-6102,-0.255436824,-0.176283463,3.642043531
8243-6103,-0.165113872,0.264639755,1.696520984
8243-6104,-0.189620489,-0.125861145,7.349948049
8243-9101,-0.701189486,0.006866052,66.95035362
8243-9102,0.266102019,0.185462507,8.756887794
8244-12701,0.159145737,0.282949368,0.237921454
8244-12702,-0.431126128,-0.523458725,8.058715105
8244-12703,-0.651868774,-0.116459505,5.881184459
8244-12704,-0.325325629,-0.768431016,13.02115965
8244-12705,-0.38492339,-0.445255964,2.249921799
8244-1901,-0.486361365,-0.139094808,0.623341978
8244-1902,-0.254634792,-0.166126426,1.872373044
8244-3701,0.194587817,0.319058946,4.637480021
8244-3702,-0.319331304,-0.039057886,54.89458466
8244-3703,-0.332041146,1.075923425,0.7666381
8244-3704,0.361883391,0.133023286,0.644345298
8244-6101,-0.175630996,0.134942931,34.77837563
8244-6102,-0.308317278,-0.425383052,14.38476181
8244-6103,0.318020934,0.233847394,1.474335015
8244-6104,0.010234219,2.001125012,1.115247324
8244-9101,-0.240595347,-0.082360815,5.612322927
8244-9102,0.301188979,-0.372232662,0.6647643
8247-12701,-0.811650198,0.092257238,12.74228215
8247-12702,-0.48125716,-0.526442494,8.783976078
8247-12703,-0.358043462,-0.395432564,15.81133771
8247-12704,-0.378777527,-0.50087759,9.575623989
8247-12705,-0.39882892,-0.406425494,4.04658401
8247-1901,-0.175345614,0.073589499,4.291501641
8247-1902,0.285859428,-0.886469371,0.110244844
8247-3701,0.04717836,0.295695231,8.421929836
8247-3702,-0.160826236,-0.536468696,1.201588616
8247-3703,-0.073974702,0.250701511,2.576595664
8247-3704,-0.422456204,0.083607271,1.528787076
8247-6101,-0.084804259,0.064726377,13.82655072
8247-6102,-0.424070185,-0.441383228,3.02599591
8247-6103,0.048573668,0.291352093,7.51778543
8247-6104,-0.062982636,-0.10187667,7.66893065
8247-9101,-0.500071576,-0.811670105,16.81473732
8247-9102,0.334474365,-0.008918558,1.014478624
8249-12701,-0.676318693,0.027709611,7.947837472
8249-12702,-0.570638916,-0.34802738,2.142375112
8249-12703,-0.43020454,-0.509774047,15.90828991
8249-12704,0.077074316,0.391243161,5.889783144
8249-12705,-0.301752908,-0.100970196,0.75054725
8249-1901,-0.424116746,-0.157147245,89.14763641
8249-1902,-0.049913483,0.85480425,1.358138561
8249-3701,0.289667587,-0.774526856,1.136167318
8249-3702,-0.54274279,-0.093100135,69.94519043
8249-3703,-0.414150913,-0.409905991,70.32062149
8249-3704,-0.118877447,0.720638016,15.42283344
8249-6101,-0.311608886,-0.507253128,37.24192715
8249-6102,-0.435107285,-0.275209585,44.83865833
8249-6103,0.157340789,0.276753626,4.533559501
8249-6104,-0.000800811,0.227269009,2.880925536
8249-9101,-0.225139272,-0.167940633,5.700136185
8249-9102,0.096857857,-0.064614958,0.512507871
8250-12701,0.167255836,0.280450511,10.45825553
8250-12702,-0.450547972,-0.524412027,8.821276188
8250-12703,-0.904097488,0.250898182,9.179081202
8250-12704,-0.161926023,-0.397669501,71.06851578
8250-12705,-0.834319994,0.154103765,35.60437393
8250-1901,0.009379772,-1.405788066,0.34025076
8250-1902,-0.01811392,0.23405953,8.376278758
8250-3701,0.029699197,0.441897682,1.258290276
8250-3702,-0.303685116,-0.232897765,1.130308549
8250-3703,-0.573033851,-0.034660411,146.3200569
8250-3704,-0.408522183,-0.674084032,31.54614401
8250-6101,-0.407465992,-0.468477756,256.8723373
8250-6102,-0.363630878,-0.508422504,6.157661796
8250-6103,-0.317286644,-0.119786337,3.716998637
8250-6104,-0.327995026,-0.489158308,41.50148582
8250-9101,0.087719847,0.34682722,4.227070689
8250-9102,0.109742268,0.217686871,2.033123434
8252-12701,-1.335590519,0.469154311,6.989351988
8252-12702,0.157683469,0.307229481,3.865324914
8252-12703,-0.396254525,-0.513674524,15.75610399
8252-12704,-0.444310002,-0.311004333,44.85575104
8252-12705,-0.268316579,-0.694873858,3.074654877
8252-1901,0.12625696,0.657623581,0.433210641
8252-1902,-0.484191384,0.315789867,10.38697076
8252-3701,-0.136351389,-0.157205405,11.6743679
8252-3702,-0.007420944,-0.187936952,0.534069672
8252-3703,-0.525014091,-0.020505087,59.37861252
8252-3704,-0.174871424,-0.470947993,50.55846596
8252-6101,-0.378135508,-0.836581112,4.162058234
8252-6102,-0.445002096,-0.644525841,45.53833294
8252-6103,-0.174344277,-0.303044945,139.4946671
8252-6104,-0.36443826,-0.697024796,19.2030139
8252-9101,-0.349039877,-0.207589893,25.87455797
8252-9102,-0.552321739,-0.182145282,129.2421951
8253-12701,-0.447361286,-0.347117956,4.380169868
8253-12702,0.034154973,0.117804093,3.069460511
8253-12703,-0.104019629,0.193932231,8.253987312
8253-12704,-0.45531772,-0.506153629,10.08961177
8253-12705,-0.287531575,-0.412792974,2.942941189
8253-1901,0.132191308,0.250050619,6.293266892
8253-1902,-0.394557348,0.462209055,1.223430008
8253-3701,-0.166463807,-0.048796222,0.495404144
8253-3702,0.112648643,0.283063147,3.209702134
8253-3703,-0.456820674,-0.712449656,62.81144905
8253-3704,-0.343213698,0.263838489,0.244903665
8253-6101,-0.434722232,-0.678015858,8.397328377
8253-6102,0.012160394,-0.156624309,0.965845212
8253-6103,-0.250570253,0.141289832,0.585574607
8253-6104,0.15943731,0.220806107,3.703357458
8253-9101,0.167294223,0.170749369,4.815672755
8253-9102,-0.483069738,-0.496845658,23.90575933
8254-12701,-0.48543007,-0.572354746,8.782253742
8254-12702,-0.570118199,-0.143382764,6.9559623
8254-12703,-0.484026746,-0.250165896,38.15459538
8254-12704,-0.413038402,-0.560776011,16.92991829
8254-12705,0.089896289,0.626449044,3.379833817
8254-1901,-0.664287481,0.178947477,27.98363018
8254-1902,-0.384233131,-0.688404982,77.92685509
8254-3701,0.310824944,0.136735021,0.999886721
8254-3702,0.191736081,-0.22507183,0.73594591
8254-3703,-0.211470472,0.08419071,1.682412505
8254-3704,0.078573433,0.17192522,11.00999928
8254-6101,0.271124205,0.896883576,1.749134839
8254-6102,-0.377940938,-0.378350415,7.621981025
8254-6103,0.261182143,0.128013143,1.392827362
8254-6104,-0.496139061,-0.489158297,12.09847546
8254-9101,0.29548595,0.308871364,11.06230211
8254-9102,-0.465660303,-0.552065865,6.441811562
8255-12701,-0.342988951,-0.376022221,5.159692764
8255-12702,-0.391398876,-0.592592741,7.71148479
8255-12703,-0.218007001,-0.086133772,1.955146432
8255-12704,-0.401201487,-0.339083462,9.804209948
8255-12705,-0.215232216,0.228526158,2.080993921
8255-1901,0.009210197,0.119684653,9.873808622
8255-1902,-0.331928761,0.196269766,0.164031878
8255-3701,-0.711331744,0.15800776,27.33609724
8255-3702,-0.543595258,-0.104644665,4.515915394
8255-3703,-0.41288199,-0.743047213,4.019438565
8255-3704,-0.335357419,-0.120418141,4.13827467
8255-6101,0.07719709,0.430655361,16.38230658
8255-6102,-0.351635726,-0.536820403,17.9017849
8255-6103,0.070148722,-0.061896019,0.650049806
8255-6104,0.224409702,0.327629472,4.573991776
8255-9101,0.235921107,0.203637957,0.976041362
8255-9102,-0.478658606,-0.441127041,8.099946976
8256-12701,-0.49052752,-0.362579404,22.50230265
8256-12702,-0.814366594,0.095996722,9.100744963
8256-12703,-0.265278946,-0.205147577,3.558655202
8256-12704,0.079285101,0.7062428,23.37833548
8256-12705,0.139894752,0.161439977,4.9662292
8256-1901,-0.925702684,0.322779474,0.115540767
8256-1902,-0.744434261,0.196929376,0.497218393
8256-3701,0.157601261,0.138848881,1.678537101
8256-3702,-0.699427326,0.218536243,0.291665826
8256-3703,-0.146887141,-0.066063283,6.038345218
8256-3704,0.151767151,0.070021965,0.954851583
8256-6101,0.03715212,0.370518705,2.186875701
8256-6102,-0.444568481,-0.372602168,4.249107838
8256-6103,-0.062298059,0.063519525,0.410387446
8256-6104,0.136114016,0.486964164,2.401991367
8256-9101,-0.258346439,-0.185356183,1.182686806
8256-9102,-1.228622864,0.64646007,287.2591248
8257-12701,-0.221498449,-0.075080741,249.1026421
8257-12702,-0.588817526,-0.159064283,17.39908886
8257-12703,-0.396294941,-0.61956306,49.36999655
8257-12704,-0.13656328,-1.317324844,2.321185648
8257-12705,-0.09218564,0.176915327,31.50357771
8257-1902,-0.040647697,0.043031383,7.597826123
8257-3701,0.202055477,0.293666311,5.423576117
8257-3703,-0.191000511,-0.309589635,53.17989826
8257-3704,-0.948349458,0.351049196,83.7734623
8257-6101,-0.07083239,0.12855546,15.88969707
8257-6102,-0.476949459,-0.199667222,8.984755278
8257-6103,0.245184052,0.720256927,8.950587749
8257-9101,-0.457588297,-0.620286924,12.53996515
8257-9102,-0.327620979,-0.482907241,57.68893909
8258-12701,-0.452833768,-0.403062646,6.545755863
8258-12702,-0.556291652,-0.117494936,5.684744835
8258-12703,-0.275150526,-0.010828387,10.44074368
8258-12704,0.226812644,0.240549228,5.821387887
8258-12705,-0.067225307,0.058375403,10.82424212
8258-1901,-0.368889419,-0.10731687,37.81029034
8258-1902,-0.317001029,-0.262544715,10.71054864
8258-3701,-0.455590288,-0.391380441,50.08985329
8258-3702,-0.549077685,-0.119467882,6.326743245
8258-3703,-0.073010014,0.18641679,0.732315203
8258-3704,-0.535782114,-0.366473306,53.00763893
8258-6101,-0.756849676,0.128878469,7.431924939
8258-6102,0.160089689,0.186816489,7.906061172
8258-6103,0.464301325,0.188338357,0.879850765
8258-6104,0.069006946,0.308255349,2.176444501
8258-9101,-0.275152806,-0.413134186,72.41454506
8258-9102,-0.13949572,0.167060418,10.21323109
8259-12701,-0.754757123,-0.013106409,9.297898054
8259-12702,-0.379955587,-0.553780347,9.575522423
8259-12703,-0.585175929,-0.081512161,15.90761828
8259-12704,-0.409524558,-0.335652256,2.665161192
8259-12705,0.04521701,-0.753908651,0.338725582
8259-1901,0.195951983,0.184336161,1.555860996
8259-1902,-0.354849093,-0.696211846,25.04620504
8259-3701,-0.17012591,0.469234102,0.761091679
8259-3702,-0.260800423,-0.138950725,12.83273172
8259-3703,0.093078476,-0.339294214,1.536074817
8259-3704,-0.401028417,-0.594758391,36.64984798
8259-6101,-0.650146015,-0.036220408,20.89227581
8259-6102,-0.117279693,0.177980623,2.8782987
8259-6103,-0.209394995,-0.209057321,12.58893108
8259-6104,-0.519924243,-0.64145146,13.40884447
8259-9101,-1.086550024,0.429382491,21.03067493
8259-9102,0.035039849,0.172648101,5.152033687
8260-12701,-0.332487091,-0.369852762,21.73012447
8260-12702,-0.795177534,0.216852432,17.74890041
8260-12703,-0.429237345,-0.18926926,10.84826803
8260-12704,-0.510967125,-0.204320003,20.27971792
8260-12705,-0.68187106,0.051469884,5.350304127
8260-1901,-0.708802441,0.76203164,17.1202836
8260-1902,-0.251888183,2.05801704,0.383198284
8260-3701,0.07399044,0.394427299,0.999955207
8260-3702,0.489006372,-0.092206719,0.628968259
8260-3703,-0.39291263,-0.287921473,7.516479135
8260-3704,-0.012254754,0.51076662,2.734856248
8260-6101,-0.653940961,0.110043738,188.0925255
8260-6102,0.005135351,0.166726633,4.46882093
8260-6103,-0.464306578,-0.376679669,12.89839911
8260-6104,-0.482038144,-0.096046236,12.91698194
8260-9101,-0.05871318,0.424734887,71.45355797
8260-9102,-1.859462553,0.166134551,0.465207934
8261-12701,0.14889808,0.245483438,2.89843899
8261-12702,0.104163853,-0.044782283,0.396212809
8261-12703,-0.72463385,0.180380002,126.2464962
8261-12704,-0.462120843,-0.124519454,4.821504831
8261-12705,-0.46266818,-0.646060026,23.82950926
8261-1901,-0.464827956,-0.749294515,39.04362297
8261-1902,-0.100903411,0.134385828,2.371636629
8261-3701,-0.146114855,0.064951875,13.01305938
8261-3702,-0.274595697,0.034451635,0.380098704
8261-3703,0.041852229,-0.049410712,1.190960407
8261-3704,0.225059932,0.466048112,0.79836902
8261-6101,0.135590749,0.559758836,0.752588056
8261-6102,-0.37428541,-0.316572772,13.10583305
8261-6103,-0.193543351,-0.006765195,29.06108618
8261-6104,-0.484755193,-0.199129922,4.318947792
8261-9101,0.107916446,0.14553499,1.398664743
8261-9102,-0.695935764,0.000692055,6.040552616
8262-12701,-0.371157058,-0.56834788,5.473975897
8262-12702,-0.550709537,-0.150406993,5.205316663
8262-12703,-0.395983264,-0.531385941,4.071965635
8262-12704,-0.34932447,-0.028317016,9.267600298
8262-12705,-0.082701232,0.037840143,5.121461153
8262-1901,-0.478397673,-0.734960202,43.54413795
8262-1902,-0.705904882,0.23391458,25.86214542
8262-3701,-0.606409088,-0.14455194,101.9860229
8262-3702,-0.485936576,-0.019360332,63.50024986
8262-3703,-0.044171554,-0.015121935,6.867768407
8262-3704,-0.740350502,-0.02548706,8.080304623
8262-6101,-0.713841712,0.018562976,20.48646116
8262-6102,0.071335077,0.210193009,1.431302696
8262-6103,0.07845106,-0.015289239,2.522371689
8262-6104,0.118969363,-0.362034363,1.831274658
8262-9101,0.249199111,0.651499578,10.97875643
8262-9102,-0.302015087,-0.773824224,305.6708755
8263-12701,-0.317844283,-0.068768228,7.792838216
8263-12702,-0.339549163,-0.247731833,5.384017348
8263-12703,-0.554321423,-0.275898691,47.58946514
8263-12704,-0.541075694,-0.160380376,3.19868356
8263-12705,-0.353015147,-0.305848752,7.07811141
8263-1901,-0.52548691,-0.285473241,45.64751625
8263-1902,-0.232679633,0.019212831,0.480929534
8263-3701,-0.232890794,-0.404508898,17.27643585
8263-3702,-0.056170263,-0.117557399,1.189419836
8263-3703,-0.473495539,-0.523666896,14.93803811
8263-3704,-0.218176327,-0.304142022,1.32452634
8263-6101,-0.460762825,-0.636581134,14.24181247
8263-6102,-0.707755433,0.027218527,24.7118907
8263-6103,-0.091577946,0.126142801,1.917455196
8263-6104,-0.011197203,-0.008296746,9.639151812
8263-9101,-0.461678998,-0.388776469,2.68727535
8263-9102,-0.165031465,0.226634765,1.661386222
8274-12701,-0.50753933,-0.335127224,23.38071012
8274-12702,-0.850396401,0.115437115,9.454679489
8274-12703,-0.290499947,0.018751372,3.508946002
8274-12704,0.07840842,0.6929025,21.48801231
8274-12705,0.118768672,0.248922309,4.635455012
8274-1901,-0.482644777,-0.474279558,0.15383191
8274-1902,-0.516920437,-0.117028757,0.499187335
8274-3701,0.064313734,0.051052807,2.222530842
8274-3702,-0.015542944,0.073219122,0.410316907
8274-3703,-0.139606312,-0.036381353,5.204695106
8274-3704,0.40154547,0.217028386,0.80406566
8274-6101,0.163341251,0.337355326,2.254217148
8274-6102,-0.412624473,-0.476065894,4.275348783
8274-6103,0.312200089,-0.03457346,0.481276582
8274-6104,0.160292594,0.306219299,1.7818349
8274-9101,-0.086517876,-0.295460208,1.978180846
8274-9102,-1.22166471,0.648356216,262.9238358
8309-12701,0.015901321,0.523772958,4.199219823
8309-12702,0.199652037,-0.029278788,0.878078327
8309-12703,-0.123657118,0.197609057,1.921279818
8309-12704,0.063834546,-0.008541708,2.557833115
8309-12705,-0.452906759,-0.360662876,3.641916871
8309-1901,0.142985278,-2.159734831,0.139411543
8309-1902,0.164542206,0.213970684,1.521449029
8309-3701,-0.269753085,0.297551333,0.590027432
8309-3702,-0.175589,0.310640117,16.47607422
8309-3703,-0.901502637,0.424617427,443.3678894
8309-3704,0.23293754,-0.381259501,1.084076663
8309-6101,0.147002726,0.208469784,5.462050557
8309-6102,0.391433347,0.023092856,0.508483216
8309-6103,-0.808714676,0.159530479,10.4201262
8309-6104,-0.511201128,-0.472909663,31.29181814
8309-9101,0.32948825,0.065178944,0.937796772
8309-9102,-0.044927588,-0.11073137,13.90703487
8312-12701,-0.599797011,-0.297119069,12.98161507
8312-12702,-0.23672958,-0.375361231,24.50617027
8312-12703,-0.306962998,-0.377128668,24.98312902
8312-12704,-0.377356665,-0.492268705,22.97274828
8312-12705,0.103167292,0.466179079,3.047904432
8312-1901,-0.508289569,0.314049304,3.896561384
8312-1902,-0.326626425,0.025944479,0.816399902
8312-3701,1.070179535,-0.300107236,0.593619724
8312-3702,-0.444157137,-0.664559465,5.800379395
8312-3703,-0.02621692,-0.247256669,0.422810674
8312-3704,-1.213579113,-0.191233468,1.791062037
8312-6102,-0.078851888,0.052889139,21.05256557
8312-6103,-0.413437098,-0.788161858,1.626699388
8312-6104,-0.433972407,-0.615639598,2.999243855
8312-9101,-0.144725882,0.085043486,0.600025753
8312-9102,0.049131186,0.248409256,3.438249886
8313-12701,-0.406611264,-0.544522797,39.44182205
8313-12702,-0.475777715,-0.684026699,60.12093353
8313-12703,-0.446527413,-0.515403619,20.43101645
8313-12704,0.291970478,0.204228912,3.81787771
8313-12705,0.183841673,0.297276996,5.711413026
8313-1901,-0.926636417,0.445380604,229.9460258
8313-1902,-0.58263279,0.0037505,24.78748894
8313-3701,0.262712177,0.147305834,0.564273039
8313-3702,0.145917719,0.506076066,0.737816714
8313-3703,-0.511149279,0.058885351,63.57608318
8313-3704,0.068811413,0.052599768,1.892889678
8313-6101,0.307625099,0.901555421,8.565042019
8313-6102,0.176562172,0.419213466,2.715267599
8313-6103,-0.427488306,-0.408304274,57.81575871
8313-6104,-0.791448293,0.239379949,31.37925625
8313-9101,-0.0105988,-0.014806137,14.37813425
8313-9102,0.162823527,0.28964605,7.721524119
8314-12701,-0.51134344,-0.709843048,53.81339073
8314-12702,0.247939026,0.426625584,4.689279437
8314-12703,-0.235163538,-0.278040255,13.35939384
8314-12704,-0.382428957,-0.365263355,14.69887781
8314-12705,-0.034885406,-0.034261561,9.880014896
8314-1901,-0.09622439,1.137495867,0.413487844
8314-1902,-0.197405967,0.28265954,45.96977043
8314-3701,0.061033032,0.216585801,1.970080286
8314-3702,-0.455026993,-0.598144162,34.93306637
8314-3703,-1.041507286,0.192590698,1.388518691
8314-3704,0.059529297,-0.080717628,19.83544016
8314-6101,-0.511442108,-0.469937419,33.14557934
8314-6102,-0.445685214,-0.571863516,15.39300752
8314-6103,-0.176970209,-0.344628378,65.85289216
8314-6104,0.290502664,0.230977451,0.598331667
8314-9101,-0.493258853,-0.130515328,35.9498291
8314-9102,-0.502695407,-0.260592602,1.033900221
8315-12701,0.123092659,-0.156275563,0.205817347
8315-12702,0.436938148,0.326169678,2.151388764
8315-12703,0.147597151,0.400779373,3.67754072
8315-12704,-0.285896199,-0.088039482,6.707212567
8315-12705,-0.260446272,-0.425979021,38.3303175
8315-1901,-0.042836374,0.369916653,0.23409836
8315-1902,-1.100429453,-0.218595244,3.493899584
8315-3701,-0.217410663,0.505885202,1.462865531
8315-3702,1.995445885,0.828484477,0.940429072
8315-3703,0.469196175,0.688371404,4.244321227
8315-3704,-0.185062208,-0.0309529,0.597153326
8315-6101,-0.518134586,-0.350014995,17.72098589
8315-6102,-0.105797036,0.240206184,0.497448603
