plateifu,Predicted_Class,Actual_Class,Type,MangaID,log_SFR_Ha,log_Mass,log_SFR_ssp,log_NII_Ha_cen,log_OIII_Hb_cen,log_SII_Ha_cen,log_OII_Hb_cen,EW_Ha_cen,ZH_LW_Re_fit,alpha_ZH_LW_Re_fit,ZH_MW_Re_fit,alpha_ZH_MW_Re_fit,Age_LW_Re_fit,alpha_Age_LW_Re_fit,Age_MW_Re_fit,alpha_Age_MW_Re_fit,vel_sigma_Re,log_SFR_SF,log_SFR_D_C,log_OI_Ha_cen,Ha_Hb_cen,log_NII_Ha_Re,log_OIII_Hb_Re,log_SII_Ha_Re,log_OII_Hb_Re,log_OI_Ha_Re,EW_Ha_Re,Ha_Hb_Re,log_NII_Ha_ALL,log_OIII_Hb_ALL,log_SII_Ha_ALL,log_OII_Hb_ALL,log_OI_Ha_ALL,EW_Ha_ALL,Ha_Hb_ALL,Sigma_Mass_cen,Sigma_Mass_Re,Sigma_Mass_ALL,log_Mass_gas_Av_gas_OH,log_Mass_gas_Av_ssp_OH,vel_ssp_2,vel_Ha_2,vel_ssp_1,vel_Ha_1,log_SFR_ssp_100Myr,log_SFR_ssp_10Myr,vel_disp_Ha_cen,vel_disp_ssp_cen,vel_disp_Ha_1Re,vel_disp_ssp_1Re,log_Mass_in_Re,ML_int,ML_avg,F_Ha_cen,R50_kpc_V,R50_kpc_Mass,log_Mass_corr_in_R50_V,log_Mass_gas_Av_gas_log_log,Av_gas_Re,Av_ssp_Re,Lambda_Re,nsa_redshift,nsa_mstar,flux_[OII]3726.03_Re_fit,flux_[OII]3726.03_alpha_fit,flux_[OII]3728.82_Re_fit,flux_[OII]3728.82_alpha_fit,flux_HI3734.37_Re_fit,flux_HI3734.37_alpha_fit,flux_HI3797.9_Re_fit,flux_HI3797.9_alpha_fit,flux_HeI3888.65_Re_fit,flux_HeI3888.65_alpha_fit,flux_HI3889.05_Re_fit,flux_HI3889.05_alpha_fit,flux_HeI3964.73_Re_fit,flux_HeI3964.73_alpha_fit,flux_[NeIII]3967.46_Re_fit,flux_[NeIII]3967.46_alpha_fit,flux_CaII3968.47_Re_fit,flux_CaII3968.47_alpha_fit,flux_Hepsilon3970.07_Re_fit,flux_Hepsilon3970.07_alpha_fit,flux_Hdelta4101.77_Re_fit,flux_Hdelta4101.77_alpha_fit,flux_Hgamma4340.49_Re_fit,flux_Hgamma4340.49_alpha_fit,flux_Hbeta4861.36_Re_fit,flux_Hbeta4861.36_alpha_fit,flux_[OIII]4958.91_Re_fit,flux_[OIII]4958.91_alpha_fit,flux_[OIII]5006.84_Re_fit,flux_[OIII]5006.84_alpha_fit,flux_HeI5015.68_Re_fit,flux_HeI5015.68_alpha_fit,flux_[NI]5197.9_Re_fit,flux_[NI]5197.9_alpha_fit,flux_[NI]5200.26_Re_fit,flux_[NI]5200.26_alpha_fit,flux_HeI5876.0_Re_fit,flux_HeI5876.0_alpha_fit,flux_NaI5889.95_Re_fit,flux_NaI5889.95_alpha_fit,flux_NaI5895.92_Re_fit,flux_NaI5895.92_alpha_fit,flux_[OI]6300.3_Re_fit,flux_[OI]6300.3_alpha_fit,flux_[NII]6548.05_Re_fit,flux_[NII]6548.05_alpha_fit,flux_Halpha6562.85_Re_fit,flux_Halpha6562.85_alpha_fit,flux_[NII]6583.45_Re_fit,flux_[NII]6583.45_alpha_fit,flux_[SII]6716.44_Re_fit,flux_[SII]6716.44_alpha_fit,flux_[SII]6730.82_Re_fit,flux_[SII]6730.82_alpha_fit,flux_[ArIII]7135.8_Re_fit,flux_[ArIII]7135.8_alpha_fit,flux_HI9014.91_Re_fit,flux_HI9014.91_alpha_fit,flux_[SIII]9069.0_Re_fit,flux_[SIII]9069.0_alpha_fit,flux_[FeII]9470.93_Re_fit,flux_[FeII]9470.93_alpha_fit,flux_[SIII]9531.1_Re_fit,flux_[SIII]9531.1_alpha_fit,Ne_Oster_S_Re_fit,Ne_Oster_S_alpha_fit,Hd_Re_fit,Hd_alpha_fit,Hb_Re_fit,Hb_alpha_fit,Mgb_Re_fit,Mgb_alpha_fit,Fe5270_Re_fit,Fe5270_alpha_fit,Fe5335_Re_fit,Fe5335_alpha_fit,D4000_Re_fit1,D4000_alpha_fit,Hdmod_Re_fit,Hdmod_alpha_fit,Hg_Re_fit,Hg_alpha_fit,u_band_mag,u_band_abs_mag,g_band_mag,g_band_abs_mag,r_band_mag,r_band_abs_mag,i_band_mag,i_band_abs_mag,B_band_mag,B_band_abs_mag,V_band_mag,V_band_abs_mag,RJ_band_mag,RJ_band_abs_mag,R50,R90,C,B-V,B-R,log_Mass_phot,V-band_SB_at_Re,V-band_SB_at_R_50,u-g,g-r,r-i,i-z
9046_1902,E,S,S,1-265495,2.362106043,11.66713366,1.349438743,-0.051857795,0.640388419,-0.883920403,-0.089292142,-99.82195053,0.01734174,0.082639962,-0.21411265,0.154416198,7.898226631,0.007225973,9.932208502,-0.194126157,-1.0,-0.690435403,2.355552099,-1.929642771,4.718666587,-0.052022848,0.657311867,,-0.075821273,-1.933321615,-98.76163634,4.643369956,-0.055436355,0.687643907,-0.906921796,-0.018652445,-1.940533071,-101.3752815,4.943631323,,3.812747285,3.695473598,,,0.0,0.0,0.0,0.0,0.816795995,2.038857338,0.0,0.0,438.0947774,12.19510679,10.65995337,2.532826259,3.044208775,48.62333299,3.118682582,2.834638642,11.14559766,10.84724583,2.399589338,,0.998109696,0.130949,10.61471484,9.729437124,-3.283239434,10.12303507,-3.504436164,9.921266254,-3.156035918,1.457068739,-1.257271421,6.05511973,-2.611928072,6.027308396,-2.664313615,5.391006982,-2.303843901,5.319200252,-2.230231308,5.31599035,-2.223802303,5.341646762,-2.221132119,5.75010126,-2.53468756,5.766261451,-2.83141764,12.65916066,-6.278478663,15.71907491,-6.180099269,,,,,0.117822412,-0.132681874,0.020429423,-0.068644308,0.48470785,-0.316497616,0.46272269,-0.29786278,0.452970933,-0.279744223,1.53811854,-0.645231637,,,,,,,0.730889247,0.343365564,0.730161377,0.15857491,0.568773387,-0.27387183,0.092643301,-0.091917874,1.087959662,-0.705288478,,,,,3.101829032,-0.477311403,3.00684096,-0.075625301,3.069673622,-0.722841667,0.739942012,0.166758361,0.437861849,0.106783819,0.585374983,-0.16798249,0.863756486,-0.004294096,3.123624405,-0.248370031,-0.554172054,0.000595452,15.9228631,-22.99400006,15.62366915,-23.293194,15.25464158,-23.66222157,15.35580511,-23.56105804,15.65514509,-23.26171806,15.28788061,-23.62898254,15.38228271,-23.53458044,2.033921945,4.322084134,2.125,0.367264475,0.272862374,11.46780255,21.05728072,19.88736771,0.0774,0.2265,0.1883,-0.1209
8078_1902,S,E,E,1-109167,-1.314144074,10.61133032,-1.254317846,0.180612771,0.277028547,-0.093663613,0.478903116,-1.557084895,0.014825738,-0.160601723,0.089045826,-0.152091234,9.725074835,-0.009503644,9.846282302,0.033336273,0.133790158,-1.5172422,-2.205580139,-1.293084061,1.833915573,0.022930318,0.157096086,-0.130153214,0.407272379,-1.088728597,-1.571721097,3.176712899,-0.252240699,0.190160814,-0.231557997,0.465701114,-1.036631964,-1.47719579,3.550955599,,3.328300196,2.885529924,,,0.0,0.0,0.0,0.0,-1.608640113,-1.351043439,0.0,0.0,138.9331012,170.0720021,10.00296778,6.386831601,9.86946969,0.570488616,1.083259552,1.083259552,10.04840119,,,0.158084802,0.418921173,0.0246344,10.39934031,0.411968895,-0.428756642,0.411629695,-0.419355726,0.3959351,-0.412656292,0.002383982,0.007465358,0.081788219,-0.075565744,0.08230274,-0.076484738,0.013018742,-0.009553035,0.019528786,-0.017949589,0.021054341,-0.021009434,0.025067414,-0.023801515,0.028091027,-0.017002577,0.065423467,-0.046493523,0.175372001,-0.186284265,-0.045126879,0.06086525,0.263199327,-0.302206282,0.254737751,-0.311486264,0.034092626,-0.042886758,0.033744544,-0.041760897,-0.062872532,0.089685094,-0.135822971,0.193313225,-0.133926402,0.194070408,0.015788548,-0.019391926,0.120375985,-0.177721722,0.339003906,-0.391066019,0.449881772,-0.623837212,0.135679266,-0.158921903,0.125268633,-0.156804481,0.012768673,-0.015698125,0.014652867,-0.013130221,0.044785049,-0.053413549,-0.012276641,0.012768098,0.073917123,-0.089737938,2.654309033,-0.192926332,-1.72869457,1.037781883,1.46667666,0.183005654,4.195804617,-0.529899679,2.859722254,-0.282166778,2.327911255,0.006864903,1.818268341,-0.126150959,-2.177357558,0.465708401,-2.478581199,0.124963521,17.15795782,-17.91241803,15.44461216,-19.6257637,14.7855223,-20.28485356,14.408145,-20.66223086,15.77007906,-19.30029679,15.06854985,-20.00182601,14.69251215,-20.37786371,3.305123161,8.00856766,2.423076923,0.701529215,1.077566916,10.48626823,20.83451887,20.82697242,1.6565,0.7573,0.3702,0.264
8252_3702,E,S,S,1-156011,-2.094315941,11.23547384,-0.994691881,,,,,-0.462762251,0.099554116,-0.108437073,0.103218552,-0.123928377,9.577414421,-0.011352501,9.690721181,-0.015986414,0.194141578,-3.478569185,-4.342395815,,6.804217484,-0.308287961,0.121544935,,,-0.307908521,-0.291137428,2.86,-0.539418923,-0.22088993,-0.250030667,-0.544562933,-0.523224306,-0.265873984,2.946750814,2.991734847,1.917791571,1.7834302,,,55.30766927,85.01872262,45.93849612,35.87025451,-1.102559759,-0.872266318,0.0,146.3661919,0.0,125.1828344,10.72255774,5.253169208,7.614133142,0.0,5.103865626,5.103865626,10.60159348,,,0.039100533,0.734419854,0.0905527,11.230092,0.003388758,-0.006084128,0.004291652,-0.007139543,0.005738395,-0.008442788,-0.003394167,0.004846035,-0.000233654,0.002233521,-0.000470714,0.002512359,0.000658111,-0.001004594,-0.000381033,-8.52e-06,-0.000236255,-0.000125155,0.000300916,-0.001338257,-0.002141067,0.003102607,0.003182124,-0.000860949,0.010313149,-0.018448692,-0.003003955,0.00711696,0.009362169,-0.012151593,0.006912272,-0.010616118,0.002410709,-0.003988492,0.003007125,-0.0045632,-0.000321853,7.24e-05,-0.001692666,0.003731834,-0.002215808,0.006817653,0.004173673,-0.004942748,0.005558049,-0.010580737,0.014413909,-0.021973149,0.008399404,-0.015930024,0.00204661,-0.002147069,0.003048328,-0.004482786,1.77e-06,0.001507113,0.006625721,-0.007744754,0.023132641,-0.033776054,0.006967503,-0.009912832,0.021885504,-0.035128362,3.066757194,0.0021714,-0.638584797,0.974503818,1.807454811,0.24047337,3.677531456,-0.946559492,3.238888688,0.044155896,2.80706433,0.632620582,1.761400123,-0.089437883,-2.146138869,-0.243454183,-2.545368082,0.700064099,17.92355766,-20.11960223,16.43708358,-21.60607631,15.89145638,-22.1517035,15.60428575,-22.43887414,16.70427274,-21.33888715,16.13153017,-21.91162972,15.81250004,-22.23065984,4.606234994,11.02206231,2.392857143,0.572742577,0.891772699,11.07756247,22.22097671,22.30669565,1.7647,0.7581,0.35,0.2261
9873_6103,E,S,S,1-456853,-2.066607391,10.47674256,-1.010515935,-0.046622342,-0.070335819,0.114701362,-0.304734868,-1.214578909,-0.039774508,-0.025991425,-0.002405493,-0.031249677,9.783620257,-0.035478168,9.886349435,0.004700613,0.127902357,-2.502591986,-2.206743909,0.023620967,11.33417068,0.011553668,-0.065365661,0.262357017,,-0.003300937,-0.542103428,2.93192635,-0.079256926,-0.11470996,0.16300851,-0.102466322,-0.077061324,-0.352692245,2.886367675,3.295347241,2.908390888,2.399834416,,,0.0,0.0,24.31537482,323.2012033,-1.164515065,-0.808491867,0.0,122.2348633,409.5739966,116.1773521,9.830554408,7.255165503,11.05246573,0.188635732,1.458225334,1.458225334,9.88882176,,,0.083102053,0.232857863,0.0233774,10.07642714,0.021791489,-0.026540143,0.020401846,-0.024329982,0.017962352,-0.024966376,-0.004669231,0.004818243,0.001408644,0.003144445,-0.000626834,0.004669463,0.007464448,0.001562559,0.011015685,-0.005481104,0.011075171,-0.005753701,0.00928136,-0.006128229,-0.001657267,0.01195849,0.003728316,-0.000115514,0.021389323,-0.015962974,-0.005708768,0.004854419,0.022181054,-0.031394789,0.021157926,-0.029084447,0.016344699,-0.01966102,0.010537056,-0.012228316,0.007549112,0.00061199,0.015674307,-0.00823051,0.020438169,-0.016257773,0.001612476,-0.002135531,0.014890542,-0.012066652,0.028952811,-0.026463532,0.012877524,-0.009465981,0.006126329,-0.008195302,0.007177549,-0.007513567,0.002252272,-0.002103488,0.008768523,-0.007918372,0.005083961,-0.007137971,0.019827994,-0.01848587,0.016257598,-0.023487369,3.080262239,0.114978012,-1.65962331,1.155917608,1.661932391,0.319928291,3.745442331,-0.113929161,3.064158265,-0.023142355,2.344816818,0.030153657,1.809223429,-0.059883708,-2.067726637,0.289858848,-2.733211607,0.76582577,17.6871124,-17.28854046,15.96217523,-19.01347764,15.29481416,-19.6808387,14.94599507,-20.0296578,16.27769868,-18.69795418,15.58316765,-19.39248522,15.20675219,-19.76890068,4.239829938,11.91190316,2.80952381,0.694531034,1.070946496,10.22174157,21.73576219,21.90250522,1.8,0.7564,0.3684,0.2401
9038_3704,E,S,S,1-199743,-2.494125679,11.00855665,-0.888070453,-0.297400976,0.242306528,,-0.12069596,-0.183753079,-0.054813823,-0.150730979,-0.019461525,-0.161153003,9.738887997,0.049488742,9.862799272,0.071488467,0.406575108,,,,11.67014122,-0.581131081,0.154132259,-0.21920803,0.588642927,-0.491314693,-0.110177783,2.870813945,-0.41613949,-0.108264529,-0.225192049,-0.051932131,-0.410989096,-0.120940308,2.968714068,3.354211961,2.639385086,2.299688459,,,0.0,0.0,277.3812018,0.0,-1.215405485,-1.022500457,0.0,193.4241241,0.0,167.487101,10.51127527,6.283132454,10.17089444,0.006057209,2.857462787,3.397810147,10.43790559,,,0.227786593,0.688233705,0.0352608,10.89363708,0.016200987,-0.026802753,0.016008343,-0.02803633,0.010950463,-0.02315337,-0.031310662,0.050836152,0.004916201,-0.004432579,0.005636202,-0.003696387,0.015266631,-0.025076806,0.011974284,-0.017937321,0.010826825,-0.015210735,0.009272819,-0.01368789,-0.011850745,0.028864766,0.005611875,0.000160136,0.022070442,-0.029892667,-0.018206926,0.031187661,0.028982149,-0.045084917,0.025798321,-0.042494238,0.004891498,-0.005884248,0.004017217,-0.003909626,0.00478575,-0.008671619,-0.001820363,0.014077603,-0.004481042,0.022733866,0.003031052,-0.007725022,0.009420939,-0.01751635,0.022408803,-0.035672444,0.003315772,-0.008327934,-0.005419683,0.015747904,-0.003207314,0.004778337,0.002087025,7.5e-06,0.012672511,-0.01837125,-0.003180621,0.006098459,0.013239053,-0.005604808,0.011961198,0.002963794,3.065985412,0.071747442,-0.911360961,0.220137691,1.819154471,0.037427764,3.787960667,-0.204460249,2.524276268,-0.65604658,2.222255422,-0.265124368,1.761151258,-0.06409232,-1.487291586,-0.297476693,-2.698666078,0.273088412,16.98430778,-18.92223051,15.28923185,-20.61730644,14.66696031,-21.23957798,14.2945495,-21.61198879,15.59780426,-20.30873403,14.92412578,-20.98241251,14.57125292,-21.33528537,4.606234994,10.85755391,2.357142857,0.673678474,1.026551337,10.85025266,21.22064045,21.350591,1.707,0.7234,0.3651,0.2325
8248_3704,S,E,E,1-482580,-2.187319748,10.73230145,-1.3078477,-0.067202635,-0.17322457,,,-0.111592886,-0.019671944,-0.124924921,0.033858201,-0.147240188,9.416275424,0.015822594,9.522150019,0.049498356,0.226918823,-3.251085492,-4.290547062,,6.457578281,-0.558739844,-0.314115722,-0.826836946,-0.305268245,-0.321858356,-0.38440075,2.86,-0.520098564,-0.320141047,-0.453492043,-0.21194794,-0.519112063,-0.337978898,2.896548855,3.544300865,3.268549901,2.804424095,,,0.0,0.0,0.0,0.0,-1.070826259,-1.218109215,0.0,106.9187584,0.0,105.4504215,10.11004053,3.183719076,4.992385467,0.010247707,1.360285816,1.360285816,10.17004578,,,0.132235304,0.712805708,0.0254989,10.69829059,0.022476809,-0.027912388,0.015052748,-0.01895302,0.021112352,-0.021434617,0.024126591,-0.044869814,0.04621596,-0.060380324,0.045471867,-0.060398865,-0.003744912,0.025437973,-0.003249772,0.016987913,-0.003827703,0.012832223,-0.005932371,0.016691133,0.001148879,0.000411215,0.046926183,-0.038759898,0.045330763,-0.037681977,-0.023487463,0.018329817,0.069156383,-0.076819174,0.052280044,-0.060014412,0.006135267,-0.003406026,0.00854156,-0.005121865,-0.00689244,0.015296362,0.045897517,-0.035584328,0.050958317,-0.051748035,0.007401917,-0.008454476,0.029568171,-0.026744715,0.061640983,-0.052782058,0.035145988,-0.042337471,0.001749083,0.003747354,0.009550703,-0.006212648,-0.055812793,0.102208749,0.023529965,-0.027341728,-0.018126102,-0.008142334,-0.02244802,-0.005648608,0.009798929,-0.016044893,3.080146952,-0.069993661,1.00879693,0.50599281,2.379492634,0.169408025,2.811741001,-0.300636329,2.666426741,-0.153643562,2.32736152,-0.20535929,1.598955535,-0.055171003,0.034384457,0.089927692,-0.520519947,0.635364381,15.99808725,-19.16218204,14.52492044,-20.63534885,13.95625355,-21.20401573,13.64654058,-21.5137287,14.79846147,-20.36180781,14.19687527,-20.96339402,13.88100821,-21.27926108,3.925768461,9.421844306,2.4,0.601586205,0.917453266,10.72860243,20.00567395,20.14941126,1.4292,0.6356,0.2763,0.2189
9189_3701,E,S,S,1-583421,-1.617075989,10.98582572,-1.600417071,-0.128700561,,-0.593505382,,-0.22126905,-0.016923122,-0.14062992,0.002781452,-0.158514275,9.882416297,-0.037148466,9.997750095,0.001582656,0.224157775,-1.682336044,-1.796985931,-0.43652743,17.62428414,-0.093902817,,-0.132804694,,-0.947313403,-0.119381155,2.872446312,-0.397194065,-0.467799897,-0.18015416,0.30935393,-0.895417741,-0.673082864,3.047954387,3.535253091,2.761478149,2.409508661,,,215.3895024,0.0,123.6808303,0.0,-2.01453408,-1.156275823,0.0,195.5209846,10.5029849,176.2271782,10.44353958,9.191447986,14.30624979,0.027079114,2.863693912,2.863693912,10.43667132,5.549256982,,0.085741647,0.4911485,0.0334132,10.67108668,0.019334587,-0.022163163,0.022528279,-0.030622497,0.025522797,-0.048280604,-0.039233414,0.064803529,-0.015622771,0.031891203,-0.015339822,0.031102507,0.015301481,-0.01913226,0.015406347,-0.014681379,0.01508406,-0.012273443,0.014807239,-0.011891233,-0.022871944,0.038859461,-0.003494916,0.016113962,0.00920957,-0.005761926,-0.007599979,0.011299384,0.013409986,-0.021159314,0.021361969,-0.035898089,0.012262604,-0.020438729,0.01044586,-0.017155244,-0.009543506,0.020384143,-0.020670295,0.030518129,-0.021386298,0.034653234,-0.00422802,0.007184031,0.001502192,-0.002732626,0.021184329,-0.026333988,0.020459919,-0.031444342,0.005572987,-0.002378827,0.007105188,-0.006710802,0.006332536,0.003001081,0.08834693,-0.101527511,0.125531953,-0.139714612,-0.017222489,-0.00105062,0.000493871,-0.008591643,3.055872737,0.072023576,-2.378299786,0.346866542,1.385248262,-0.08088152,4.478386537,-0.422244853,3.061460386,-0.224530252,2.254288894,-0.752633492,1.91087571,-0.111170679,-2.352246884,0.53040828,,,17.51798155,-18.25754427,15.63745091,-20.1380749,14.97002738,-20.80549843,14.56965122,-21.20587459,15.98525467,-19.79027114,15.23672976,-20.53879605,14.87052014,-20.90500567,4.710922153,11.14918243,2.366666667,0.748524913,1.114734529,10.78379194,21.66332456,21.74981064,1.768,0.7864,0.3959,0.2624
8622_12702,E,S,S,1-118457,-1.469192553,10.21606684,-0.535241696,,,-0.673719254,,-0.476956658,-0.461838805,-0.125021143,-0.735714858,-0.675154181,8.3517469,-0.935569945,9.752047618,0.328887304,0.360770123,-1.492531148,-1.508967295,,12.05882286,-0.689124508,0.087101059,-0.504361049,0.348828497,-0.604117365,-4.79475651,3.807976529,-0.714928134,-0.039975618,-0.51860757,0.219412737,-0.835561263,-3.461733402,3.587778142,2.296836579,1.476609205,1.470976032,,,0.0,0.0,204.359141,216.9086288,-1.017461209,-0.029527187,0.0,134.7378822,0.0,120.3012904,10.10731358,4.789790001,1.0,0.000517517,4.407103617,2.698067385,9.930521426,9.017894096,,1.345925331,0.327609103,0.0458808,10.9967112,0.00391323,0.005386931,0.001328025,0.003290608,0.001111269,0.001918075,-0.001497996,-0.004990851,-0.000721789,-0.003839995,-0.000818534,-0.004083512,-0.000328277,0.000378968,0.001139012,0.003711849,-0.000263853,0.000177717,0.000769,0.000306637,0.00195806,0.00200961,0.000217286,-0.003353016,0.00038316,-0.00457226,-0.001559887,-0.003276006,0.001156877,0.003863191,-0.000527478,-0.002166323,0.000764705,0.001954774,-0.000765016,-0.001441023,2.96e-05,0.001418442,-0.000789859,-0.002833026,-0.001185107,-0.00129864,-0.000228826,-0.00109913,-0.000436505,-0.000418653,0.006729875,0.003460448,-0.000767562,-0.000984903,0.000327172,3.86e-05,-0.001334041,-0.002134396,0.000790612,0.000164643,-0.002176981,0.00255387,0.002437613,0.004185853,-0.000184694,0.003152738,-0.011922011,0.004185751,3.161789992,0.104898223,2.636485492,-2.361514117,6.410460544,4.868249566,2.38974202,1.794274064,3.218781419,4.123185935,-1.233956179,-4.289576519,1.054748417,-0.518864939,3.873067403,7.035969231,,,19.23885194,-17.23049402,17.71455578,-18.75479018,17.07175313,-19.39759283,16.8243557,-19.64499026,18.04380482,-18.42554113,17.31873028,-19.15061568,16.99400063,-19.47534533,6.999084342,15.88253754,2.269230769,0.725074543,1.049804191,10.16931173,38.9,38.9,1.1433,0.7448,0.5664,-0.3851
8158_3704,E,S,S,1-52660,-0.575533323,10.66396742,-0.185121876,-0.294120348,0.710859185,-0.26715126,0.494563731,-5.994235408,-0.303594932,-0.333149531,-0.171170476,-0.134118288,9.112770041,-0.737695135,9.675832077,-0.025764504,0.197410583,-1.033221153,-0.710501777,-1.30601117,3.336037831,-0.570485245,0.110438569,-0.394236155,0.503128359,,-4.545743371,4.369975412,-0.484052555,0.358283243,-0.365419618,0.461903264,-1.058250017,-3.400832927,4.666708804,3.036877402,1.459974998,1.505849711,8.58168779,8.345820468,0.0,0.0,61.88063818,96.29053038,-0.6276598,0.407346569,106.66972,119.5749969,107.8389956,118.7109604,10.35437388,5.346225805,4.749449261,0.502322132,3.403906222,2.427591099,10.2404006,9.49605451,,0.521900326,0.766696105,0.0568681,10.56100575,0.040969425,-0.121467272,0.039536379,-0.120627107,0.033500791,-0.118239861,0.000858609,-0.004023833,-0.000331371,-0.008423943,-0.000601305,-0.008450442,0.001443979,-0.012891502,0.002092977,-0.007739856,0.002072863,-0.006213062,0.002705605,-0.00705849,-0.000139001,-0.007899223,0.007376491,-0.008457416,0.017196016,-0.041283094,0.014835853,-0.053125974,0.056996637,-0.16708035,0.043850991,-0.134369721,0.001443993,0.000367431,0.00270916,0.001813786,0.003397485,-0.00308494,0.007379362,-0.014208717,0.007949887,-0.020690463,0.010671031,-0.025271377,0.008202131,-0.018166201,0.054594658,-0.136536834,0.022605509,-0.073530871,0.014674684,-0.040384733,0.012344952,-0.039163816,0.00131743,-0.004703409,-0.028936859,0.047995583,0.003094636,-0.014005106,-0.145230605,0.245749951,0.00611591,-0.023256613,3.05287164,0.29950993,5.954340753,7.718520697,2.359420619,0.956855846,3.759687448,1.646246247,7.531147457,7.024749777,1.707206613,-1.198543353,1.370584248,-0.228724855,5.218815263,7.298256248,-0.846428721,-0.08356926,18.4563396,-18.505015,16.99212985,-19.96922475,16.42442086,-20.53693374,16.19373109,-20.76762351,17.26198953,-19.69936507,16.71277778,-20.24857682,16.33290857,-20.62844602,4.396860676,11.14918243,2.535714286,0.54921175,0.929080957,10.34860835,22.41739341,38.9,0.9361,0.6025,0.3915,-0.0189
9091_12705,S,E,E,1-265285,0.227463747,11.54087538,1.080734664,,,,,-0.362966287,-0.321059051,0.232208571,-0.238831576,0.317741028,9.501835548,-0.013668426,9.860644748,-0.028461668,0.67535907,0.222445352,0.158496948,,29.96451766,-0.120219539,-0.026809058,-0.014498138,0.532614836,-1.077102078,-0.747720589,2.86,-0.145686828,-0.050900443,-0.038298322,0.523814823,-1.368513825,-1.156486116,3.196545346,2.511509702,2.503040598,2.382844402,,,180.8144436,0.0,125.7218558,0.0,0.66618784,1.234564795,0.0,188.0431061,38.07473782,175.4642825,10.24977467,5.625281479,6.516823399,0.0,8.468777512,8.468777512,10.96304919,9.935304375,,0.37389116,0.796214626,0.0642609,11.02140258,0.013965663,-0.002639932,0.012049957,-0.000151856,0.015534007,0.000310708,0.004227314,-2.44e-05,0.006141994,0.005128209,0.006269,0.00520521,0.011305104,-0.000874435,0.016316556,-0.004149694,0.021268177,-0.008483627,0.028817236,-0.016809899,-0.000360695,0.004634065,0.00942442,-0.004043089,0.005404035,-0.000272219,0.001590318,-0.000768959,0.00399846,-2.36e-05,0.005450752,0.000796989,0.003836833,0.000312147,0.000231237,0.003093717,0.000356308,0.000963043,0.00217749,-0.000224311,0.000925102,0.001549561,0.004868275,-0.005724992,-0.000170645,0.002241171,0.009415024,-0.00058803,0.004423242,-0.001371292,0.008730206,0.001067137,0.010516043,-0.000784165,-0.002394565,0.00010737,-0.002881059,0.001746907,-0.001082063,-0.000215317,-0.027829863,0.006909818,-0.011222123,0.006079016,3.104992955,-0.079479005,1.484172791,-0.558298884,2.43557709,0.06891382,2.787997847,0.327457452,2.226550557,1.445351914,1.334157334,0.039223341,1.485472112,0.007091981,1.408971261,-0.772198048,1.111656061,0.091094711,17.29001726,-19.97312368,15.88081105,-21.3823299,15.27790291,-21.98523803,14.92291389,-22.34022705,16.17014468,-21.09299627,15.54938518,-21.71375577,15.1908564,-22.07228454,13.19058203,21.80483968,1.653061224,0.6207595,0.979288273,11.07100225,21.05758037,21.3999648,1.9485,0.7503,0.3755,0.2828
8462_1902,E,S,S,1-301579,-0.756458582,10.21640519,-0.345517487,-0.543462549,-0.640884153,-0.761210307,,-2.589255416,,,,,,,,,-1.0,-0.757187144,-0.942029529,-0.823967124,1.332932264,-0.603953576,-0.631917314,-0.820405991,,-0.785876183,-2.911719191,2.86,-0.537290334,-0.652315954,-0.732728804,,-0.917594701,-3.243613509,2.86,,,,,,0.0,0.0,0.0,0.0,-0.393573569,-0.586021929,0.0,0.0,139.7362202,116.8175349,,3.182867799,4.947177328,0.927759386,0.852319563,1.41064976,,9.447729948,,,,0.0231709,10.72370168,-0.5460671,0.169668102,-0.631422847,0.188249476,-0.726633387,0.269712738,0.65595658,-0.214309611,0.238191857,0.174489102,0.387618139,-0.019851662,1.02167176,-0.257373733,1.175288522,-0.337330802,1.225122542,-0.344690545,1.264511899,-0.367424189,0.496054549,0.022702969,-0.010454801,0.155019196,1.192822414,-0.379633987,-0.464520115,0.346792935,0.292389364,-0.176201994,0.085069626,-0.005424813,-0.043807629,-0.049514668,-0.098899151,0.034445035,0.482030303,-0.269272034,0.878308772,-0.336486594,0.905680011,-0.408151074,-0.125740999,0.075995587,0.967741128,-0.269596009,1.067807948,-0.255347258,0.25155801,-0.064352882,0.077176193,0.002588108,0.035443905,-0.060441537,0.049985192,-0.040215098,0.125979561,-0.042577249,-0.017780676,0.018564956,-0.027226675,0.032581009,0.27648655,-0.230592742,3.236443398,-0.305344878,3.641758021,0.004569266,2.095707787,-0.032115903,-1.155487342,-0.321205112,0.66750577,0.210606589,0.342009835,0.234895693,1.386479328,-0.031067874,3.685085474,-0.046099239,3.400972987,-0.703298334,16.37838982,-18.69250561,15.13463837,-19.93625707,14.6649229,-20.40597253,14.45030286,-20.62059257,15.35752283,-19.7133726,14.87265797,-20.19823747,14.60788782,-20.46300761,3.708916489,9.092827521,2.451612903,0.484864867,0.749635011,10.22614839,20.75785848,20.70115599,1.3326,0.5828,0.1342,0.0905
