plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,log(N/Ha),log(O/Hb),KL log(O/Hb),gz2_class
8721-12705,3.09665978,12.83888435,11.93566322,38.962327,3.659992516,-0.513798331,-0.617633794,0.569954223,S
8721-1901,10.48831916,10.98520601,35.26182556,30.6292963,2.079641014,0.061167774,-0.020102311,-0.30205459,E
8721-1902,3.53197813,4.274724305,-0.142563481,1.094446003,0.330523804,-0.885186049,-0.082890105,0.739877302,E
8721-3701,16.23233056,41.65003014,95.50573921,212.5641937,11.07653832,-0.347460639,-0.409234442,0.443786702,E
8721-3702,4.967938066,-6.245490909,0.848857477,3.630434692,5.753857255,-0.63112385,-0.099390408,0.636020536,E
8721-3703,44.48859978,13.08706355,49.95042229,47.77955341,2.639482439,0.019297078,0.531406526,-0.163441414,E
8721-6101,131.5081215,172.4220276,194.0674934,660.3337708,40.04556751,-0.531810712,-0.117640174,0.581102538,E
8721-6103,31.91081238,18.35029924,50.30524731,31.91761684,6.902190447,0.197582831,0.24029471,-1.049212761,S
8721-6104,32.23257256,12.04004592,56.6902647,30.20228386,2.014832318,0.2734687,0.427666826,-1.913831295,S
8721-9101,1.721222907,5.099874377,6.151698232,16.21289539,2.894652635,-0.420865557,-0.471722361,0.505272664,S
8721-9102,10.84579062,11.90343708,3.599116623,10.91587454,1.126534358,-0.481862616,-0.040411164,0.549151216,E
8722-12701,22.61703348,12.44957221,69.20430946,30.90205479,2.027868599,0.350145781,0.259281213,-3.899516305,E
8722-12703,12.01355815,41.60033131,71.04731369,189.5699348,11.44454503,-0.426221799,-0.539425135,0.509364915,S
8722-12704,7.1438241,21.35542107,27.05339575,72.73909187,5.762941122,-0.429546089,-0.475577386,0.511880216,S
8722-12705,12.10477757,43.94056988,58.20238018,157.8109894,19.73267746,-0.433196497,-0.559908871,0.514620941,S
8722-1901,40.83463669,41.63053799,214.9521484,190.1850243,10.13055992,0.053165474,-0.008383327,-0.273410447,E
8722-3702,23.12461853,10.88632882,61.93147945,36.67472744,2.150584996,0.22754456,0.327193129,-1.325926224,E
8722-3703,29.82824612,34.07496929,27.3568449,113.0426159,8.892622471,-0.616176191,-0.057807755,0.628396822,E
8722-3704,6.811075449,8.097403139,9.568301916,8.272239566,0.954067931,0.063211767,-0.075130071,-0.309551735,A
8722-6101,12.95272493,11.09978962,17.47899795,16.41661143,1.100624785,0.027233012,0.067046395,-0.187699822,E
8722-6103,20.38617945,13.90808713,15.62934232,15.6062777,2.018896312,0.000641373,0.16606844,-0.109645867,S
8722-6104,8.996153593,6.206056833,6.853002787,8.165049613,0.681450121,-0.07607792,0.161241113,0.072943298,E
8722-9101,8.560424328,6.549314797,24.25227308,13.23501778,0.854701251,0.263027921,0.116299427,-1.757257439,A
8723-12701,29.14896297,56.53556824,119.4705429,247.0160675,13.89279413,-0.315464366,-0.287698653,0.41338934,S
8723-12702,17.08690262,8.892055511,24.95891333,31.18965673,2.548954487,-0.096784922,0.283661179,0.113754009,S
8723-12703,30.4072566,49.09988689,102.0314064,223.876339,13.92996764,-0.341274323,-0.208103253,0.438096504,S
8723-12705,24.88936663,10.11570501,64.15467072,39.2291584,12.38856649,0.213619289,0.391017689,-1.189274158,S
8723-1901,28.95534801,33.95950317,82.71216774,134.6358738,8.39460659,-0.21159139,-0.069232539,0.295035643,E
8723-1902,57.90546322,109.5773945,262.8499908,505.3455276,35.29853535,-0.28388046,-0.27700143,0.38085315,E
8723-3703,34.86290359,50.08414078,113.3810024,210.2997932,12.75755262,-0.268298553,-0.157336673,0.363775978,E
8723-3704,13.90779853,9.269518375,43.59392738,41.34489346,2.756613135,0.023004119,0.176201221,-0.17466582,E
8723-6101,28.33483887,110.8718643,132.4018898,414.3827667,24.71380997,-0.495507502,-0.592500603,0.558207913,S
8723-6102,24.24170065,23.96478605,51.17380905,56.95143604,3.373984039,-0.046456935,0.004989528,0.008875382,E
8723-6103,26.08952808,19.14236552,27.57911777,40.5112257,2.923915684,-0.166995014,0.134470619,0.232378689,E
8723-6104,450.9706573,98.36203194,625.6130829,585.0082855,41.48076057,0.029143805,0.661320793,-0.193671154,S
8723-9101,9.984754801,5.159157693,5.60317874,5.139457107,0.749217302,0.037517231,0.286758602,-0.220460817,E
8723-9102,44.86265659,38.13773203,134.920845,100.1688843,6.070613861,0.129346216,0.070530124,-0.600674371,E
8724-12701,11.20093727,36.30073643,72.05122948,139.3722954,8.949370146,-0.286535057,-0.510661071,0.383692355,S
8724-12703,4.838162184,27.25402576,97.49920273,51.14176464,3.641984046,0.280225355,-0.750750239,-2.024338778,E
8724-12704,8.777568102,17.22663069,16.91284657,64.51276398,3.929548502,-0.58142894,-0.292826136,0.60983716,S
8724-12705,20.99954128,26.38618517,44.03598976,107.5031548,6.535274625,-0.387613447,-0.099166798,0.478723839,S
8724-1902,22.16754103,90.52505875,127.0147057,344.5551224,20.17588329,-0.433404705,-0.611051294,0.514776596,E
8724-3701,2.956450105,1.903137922,3.78419596,2.239991777,0.586397514,0.227727194,0.191300291,-1.327822818,E
8724-3702,52.18595219,28.96644008,56.42527199,51.72551918,3.210339129,0.037768803,0.255658487,-0.221281749,E
8724-3703,-4.196992457,1.261464745,0.548761079,1.695507333,0.19453413,-0.489916371,0.522063071,0.554527975,E
8724-3704,7.657727122,34.70320511,45.37751389,136.6373062,8.170473814,-0.478728593,-0.656269701,0.547034241,E
8724-6101,18.39905548,4.040145159,21.43447447,7.12380901,1.02260153,0.478400572,0.65839856,73.80409897,E
8724-6103,54.17404461,64.25748444,60.61168098,210.1467361,13.32800174,-0.53996632,-0.074132459,0.586019464,S
8724-6104,14.73135662,5.499572575,22.62596226,17.58774424,1.048647553,0.109396917,0.427913806,-0.501610606,E
8724-9101,42.27265358,74.40719986,78.449049,267.1635361,15.96096802,-0.5321895,-0.245555451,0.581332677,E
8724-9102,18.0636301,36.88019848,38.9812355,134.4064674,12.75779009,-0.537564567,-0.309988218,0.584579742,S
8725-12701,9.936630487,10.3666451,28.63250351,45.57667828,4.198109984,-0.201883347,-0.018399091,0.282104303,S
8725-12702,7.821612477,17.72285318,34.79028416,85.01351357,4.801002383,-0.38802999,-0.355237345,0.479069138,S
8725-12703,21.17347002,11.46365047,22.10932016,15.77232814,0.902874619,0.146679585,0.266469103,-0.696673317,E
8725-12704,12.58528646,23.96038691,6.195457776,5.415559133,0.515606374,0.058430099,-0.279630722,-0.292129764,E
8725-12705,4.955132604,4.208463073,10.90088654,16.05505872,2.396721005,-0.168150079,0.07093176,0.234112004,S
8725-1901,8.570501089,6.842980623,18.69562531,18.44411325,1.851914555,0.005882215,0.097760904,-0.124321536,S
8725-1902,43.83847332,23.56745577,85.62862968,54.91031075,3.232841909,0.192965093,0.269542721,-1.011888584,E
8725-3701,298.6021347,204.4746666,150.7605934,782.4863434,48.22017574,-0.715188928,0.164453399,0.675314126,E
8725-3702,6.403840184,5.979564428,13.44862914,5.705042362,0.528045312,0.372419144,0.029770935,-5.061226168,E
8725-3703,22.02030277,84.54159355,215.6671181,433.8765717,25.99080801,-0.303582265,-0.584247144,0.401460723,S
8725-3704,18.98857212,8.925353765,34.0161972,26.84996223,1.627386898,0.102742081,0.32786687,-0.47095806,S
8725-6101,11.12876081,8.575303853,2.623833209,4.708674252,0.775162488,-0.253962422,0.113197291,0.347414831,E
8725-6102,42.47251034,175.1198502,432.0175018,856.2466125,50.18452454,-0.297097525,-0.615227446,0.394794723,S
8725-6103,18.38558292,20.11422253,14.04410696,16.94988751,1.534629613,-0.081672692,-0.039025847,0.084271896,E
8725-6104,7.156707406,1.309483856,-2.381563038,3.03621693,0.33320953,-0.105470716,0.737613113,0.129998191,E
8725-9102,382.2135468,78.13253021,252.4776917,373.3193359,22.26108313,-0.169857474,0.689474187,0.236662694,E
8936-12701,12.36857915,13.68274969,41.03799152,42.57298374,2.6808272,-0.015947991,-0.04385357,-0.065278365,E
8936-12702,27.29114246,17.38582921,32.31943798,21.82875109,1.573457927,0.170434911,0.195826307,-0.846285345,E
8936-3701,8.264422894,9.77371335,9.560791612,5.759452203,0.812959015,0.220112674,-0.072847066,-1.251100193,E
8936-3702,27.49003839,8.706568969,38.64008427,30.24337769,1.928376436,0.106407772,0.499328302,-0.487703627,S
8936-3703,3.329173014,5.046561301,4.4649674,12.93295658,2.995194942,-0.461879527,-0.180659187,0.535408948,S
8936-6101,14.99636173,24.64457774,18.06425023,18.17266178,4.51641953,-0.002598603,-0.215735474,-0.100735935,E
8936-6102,29.02042341,8.077461094,32.05938053,25.52265215,1.598307401,0.099029325,0.55542887,-0.454334825,E
8936-6103,6.422401071,5.173453391,3.972843528,5.659621075,0.463864051,-0.153685895,0.093916882,0.211943569,S
8936-9101,9.064060926,10.38588953,31.95657492,28.69800472,1.714074999,0.046708523,-0.059120883,-0.251087367,S
8936-9102,18.14685726,7.867336154,47.63939857,32.32649136,2.726481497,0.1684077,0.362973716,-0.832598059,S
8937-12701,10.5464313,14.6638329,42.74137402,95.36473846,6.542974234,-0.348539343,-0.143141975,0.444770091,S
8938-12701,12.79988742,24.53663158,59.96789455,111.6251202,5.996392369,-0.269843138,-0.282608792,0.365500902,S
8938-12702,32.8289957,18.74568748,62.11577702,39.16265011,13.61835146,0.20032985,0.243356225,-1.072022695,S
8938-12703,10.43966484,4.652687952,20.83939075,26.99339199,2.069133341,-0.112372443,0.35098263,0.14256033,S
8938-12704,15.30380297,16.94773769,62.65886784,107.5653057,5.642682076,-0.234689672,-0.044312368,0.324370739,S
8938-1901,16.00740274,17.89541435,3.844614188,2.522299608,1.755840818,0.183056092,-0.048420887,-0.935851022,E
8938-3701,18.84836435,56.04116821,187.9911423,323.0370407,19.52417183,-0.235114936,-0.473233511,0.324892812,S
8938-3702,32.95462132,18.02678919,28.95495558,23.78867674,1.61315313,0.085352618,0.261997946,-0.395868067,E
8938-3703,12.17268133,56.48248291,79.88242149,195.8706932,10.17976713,-0.389518239,-0.666527527,0.48030011,E
8938-6104,5.670929432,-1.50503854,2.676227252,0.257346213,0.311398993,1.017005207,0.576106622,2.305163059,E
8938-9101,13.12271738,40.31800556,69.01904106,164.0945969,8.701331615,-0.37612536,-0.487475265,0.469066639,S
8938-9102,21.234972,16.76745701,33.72687721,46.95064831,2.855978012,-0.143665462,0.102584491,0.195973062,S
8943-12701,36.60181427,23.23914957,96.70331764,95.33140945,5.766948581,0.00620536,0.197282382,-0.125237278,S
8943-12702,10.45017982,19.98325825,24.3310132,68.97234344,5.350601196,-0.452514788,-0.281542538,0.528763987,S
8943-12703,4.936112791,7.75486517,6.674173683,22.37924385,8.845130622,-0.525447904,-0.196189176,0.577210524,S
8943-1901,110.8012676,181.7034149,354.8709335,716.3684845,45.40384483,-0.305066043,-0.21481836,0.402970293,E
8943-1902,52.23806095,36.21921301,85.12585068,54.40346336,3.444812119,0.194434917,0.159048038,-1.023633139,E
8943-3701,-6.861865044,16.98183695,17.52606138,11.84275087,1.69974343,0.170231735,-0.393542495,-0.844905196,E
8943-3703,30.71177149,15.83839679,57.21045494,37.01404381,2.275088549,0.189108867,0.287593649,-0.981659863,S
8943-3704,11.06549072,11.99680912,13.69392276,12.45149994,0.966950178,0.041306203,-0.035095071,-0.23292705,E
8943-6102,15.94245076,23.82760811,64.6299057,145.8669624,8.299828053,-0.353523417,-0.174525364,0.449280322,S
8943-6103,29.2946701,28.2524271,13.43361354,87.67990494,7.485672712,-0.81470722,0.015732849,0.715183645,E
8943-9101,29.95728159,17.50051165,58.32762051,84.91965294,8.212391853,-0.163133951,0.233451656,0.226538794,S
8943-9102,12.28888583,7.652123809,29.30908775,21.65267944,1.321387678,0.131490655,0.205730521,-0.612018197,S
8944-12701,18.34825802,6.238294661,10.42720699,15.32447577,0.928825378,-0.167217632,0.468528954,0.232713243,E
8944-12702,16.91120243,35.94633579,91.9282093,193.2087288,12.47696948,-0.322577943,-0.327480139,0.420359606,S
8944-12703,3.687394381,31.39896011,31.10115337,92.62098312,38.79673958,-0.473932892,-0.930195676,0.543767619,S
8944-12704,20.80885029,19.15547013,69.8807869,44.95925045,2.980098903,0.191538725,0.03595527,-1.000609804,S
8944-12705,17.81594753,24.54861259,65.84873199,121.5841084,7.342914939,-0.266329398,-0.139218027,0.361566419,S
8944-1901,35.61923599,24.87108707,11.42005742,78.49129486,6.924980164,-0.837153206,0.155989832,0.723337028,S
8944-3701,42.15825462,44.10345459,35.68888378,172.5206261,18.81624937,-0.68430806,-0.019589986,0.661544884,S
8944-3702,7.348816633,8.245462984,5.351316333,9.059021771,0.998596042,-0.228620679,-0.049997635,0.316850925,E
8944-3703,26.73430204,113.6387978,176.2925224,457.4780807,25.58651257,-0.414136399,-0.62845778,0.500061207,S
8944-3704,15.43595123,77.59712982,112.1994743,326.9945068,18.25753069,-0.464549635,-0.70131226,0.537279184,S
8944-6101,40.02692509,53.16439819,53.17764759,204.4538994,16.58961153,-0.584866276,-0.123268674,0.611727651,E
8944-6102,8.785152555,17.03748429,27.46794128,10.96539956,1.939146191,0.398801649,-0.287656161,-7.377614158,E
8944-6103,22.89248514,118.8347073,249.7919807,715.2520447,41.3486824,-0.456880616,-0.71525036,0.531878566,S
8944-6104,62.89096546,51.28448486,31.18437052,154.0222206,15.52680087,-0.693646399,0.088602264,0.665785771,E
8944-9101,50.78232288,48.74767303,41.35291862,181.0813751,17.36345267,-0.641367617,0.017758673,0.64112671,S
8944-9102,82.2434063,73.18467331,42.38097954,222.7200584,15.58385825,-0.720588342,0.050680951,0.677648267,S
8945-12701,28.81698418,66.45006943,92.44398499,255.0810699,22.92056465,-0.440799572,-0.362846911,0.520258798,S
8945-12702,14.00855112,51.10613918,75.42818069,198.7203102,24.95525169,-0.420708624,-0.562079854,0.505152022,S
8945-12703,48.67289543,14.75005054,56.7514677,61.26787186,3.258547127,-0.033255698,0.518493674,-0.022107489,S
8945-12704,8.811583996,14.16815352,19.30618048,65.50917435,4.478153229,-0.530605764,-0.206259269,0.580369292,S
8945-12705,10.11034799,22.59944344,26.6992259,74.00519753,12.70562029,-0.442763552,-0.34933164,0.521699871,S
8945-1901,29.26925993,16.33073473,31.67898226,60.0930109,3.726152182,-0.278052744,0.253406017,0.374549479,E
8945-1902,10.91690713,18.08465159,4.592116177,10.2474649,1.176844776,-0.348603572,-0.21921053,0.444828563,E
8945-3701,18.76096344,14.89497503,-2.484543959,7.654163837,0.697116097,-0.488651069,0.100215358,0.55368923,E
8945-3702,936.467514,773.7991943,598.8603821,2848.39679,179.0013809,-0.677274905,0.082864443,0.658305288,E
8945-3703,64.64066887,22.79436731,109.2030735,103.364397,5.968394041,0.023863886,0.452678299,-0.177295722,E
8945-3704,36.32281399,19.12818873,106.2760124,38.61698055,3.348653018,0.439656937,0.278505639,-18.91344206,E
8945-6101,21.33112192,46.32012272,87.29633904,225.108017,11.95094776,-0.411394931,-0.336756003,0.497915239,E
8945-6102,41.88726139,35.06855822,113.2810364,85.74123955,5.270565629,0.120967456,0.077164056,-0.557688031,E
8945-6103,126.0375805,89.33260918,274.1329575,393.2269745,21.80464792,-0.15668205,0.149490039,0.21661964,S
8945-6104,31.19189358,17.35055327,42.09272003,33.30717802,2.158051193,0.101669152,0.254728412,-0.466119774,S
8945-9101,32.71459007,53.8137207,79.64453125,233.2517586,12.81450033,-0.466668966,-0.216151538,0.538756047,S
8945-9102,32.19593716,44.82994747,108.5919838,147.9771729,8.230846882,-0.134396959,-0.143767159,0.180729534,S
8946-12701,9.866603136,9.682276309,21.75562239,11.99053156,0.846022442,0.258733075,0.008190188,-1.697342642,E
8946-12703,6.339763641,5.653662364,2.945916414,3.344653368,0.63930125,-0.055130695,0.049743198,0.028384414,E
8946-12704,30.39407587,22.31048965,13.0290451,83.15418434,5.014595747,-0.80497152,0.134279841,0.711557941,E
8946-1901,53.64203739,26.69486809,39.09017181,53.77220917,3.241642237,-0.1384903,0.303077485,0.187518942,E
8946-1902,26.88499546,17.70168072,-0.178111166,18.36330664,1.661631644,-2.01325974,0.181495464,0.944355136,E
8946-3701,222.8097382,65.17739964,237.3980141,290.5067978,20.12490892,-0.087679218,0.533837139,0.096181223,S
8946-3703,132.9858208,76.3361578,256.2108574,196.4226265,13.16858506,0.115406016,0.241075041,-0.530277352,E
8946-3704,62.07401466,34.24607038,110.653923,76.90958405,4.591633677,0.157986353,0.25829909,-0.765042692,S
8946-6101,25.38464975,109.4892673,251.8276176,622.8129578,38.7321558,-0.393254283,-0.634800374,0.483371591,S
8946-6102,40.15898228,126.2872009,249.0996284,490.284584,27.19319534,-0.294075158,-0.497576639,0.391649218,E
8946-6103,122.1985893,66.17951584,35.6252079,205.9848328,31.08073711,-0.762077836,0.266342607,0.694901409,E
8946-6104,2.758355776,8.665617625,1.755176862,2.026438077,1.170267502,-0.062412452,-0.49714924,0.044271726,E
8946-9101,26.8794775,72.98834419,87.63694,282.3966141,20.53468561,-0.50817228,-0.433832689,0.566387971,S
8946-9102,20.50507116,28.61122036,101.2915173,86.28681374,5.933974862,0.069628644,-0.144675101,-0.333585519,E
8947-12701,25.53184032,18.23514462,56.50815487,97.2546196,5.697051048,-0.235799113,0.146172908,0.325731416,S
8947-12702,123.8673019,212.5313263,171.3335457,695.4346771,42.30657387,-0.60841394,-0.234466274,0.624354493,S
8947-12703,42.93714237,10.56459212,49.90695477,45.61843109,3.29214704,0.039020726,0.608980403,-0.225381288,S
8947-12704,84.66134453,45.60584021,209.6417961,153.1731071,17.02320528,0.13629535,0.2686647,-0.637963738,S
8947-12705,7.203242302,18.61331844,38.84469604,86.33724976,5.098445535,-0.346866483,-0.412295784,0.443243935,S
8947-1902,23.04027462,16.3766861,40.89593887,55.47668171,3.318429887,-0.132430293,0.148261627,0.177434718,E
8947-3701,701.7731476,93.42549706,144.0601196,347.7109528,24.48140287,-0.3826746,0.875731329,0.474603998,E
8947-3702,29.72426462,22.0251542,56.65046406,52.93427563,4.615561306,0.029466497,0.130192161,-0.194684698,E
8947-6101,8.691926837,3.334346533,11.45644808,4.397412002,1.126725078,0.415852834,0.416105329,-10.07559416,E
8947-6103,18.52881145,65.38061142,96.77371025,261.0621185,21.53959751,-0.430986466,-0.547601416,0.512964303,E
8947-6104,23.04866076,21.68962991,40.59773731,33.63607025,2.258972973,0.081696578,0.026393554,-0.380936453,E
8947-9101,59.49106503,199.6820755,544.0367279,994.6407013,63.45366859,-0.262038007,-0.525887338,0.356709933,S
8947-9102,10.6626575,6.853474438,24.69357395,13.36148286,7.091249347,0.266729292,0.191954662,-1.810924264,S
8948-12701,34.33480835,50.35168552,65.24873161,176.8791695,19.07362843,-0.433104617,-0.166279386,0.514552229,S
8948-12702,59.00037479,32.89978409,157.708786,88.4405365,5.310925364,0.25120452,0.253661723,-1.597991785,S
8948-12703,15.89305091,72.41449738,85.49610138,252.5800858,18.19825792,-0.470452795,-0.658618246,0.54137627,S
8948-12704,165.1687508,91.59907532,443.425415,465.0796967,30.90069771,-0.020706799,0.256036795,-0.053104846,S
8948-1902,16.08705831,7.605794758,40.45826721,15.74307156,1.107345402,0.409917809,0.325332034,-8.962758909,E
8948-3701,54.06870842,54.67152596,39.23274708,179.3895378,13.97165823,-0.660148392,-0.0048152,0.650247872,E
8948-3702,78.94531441,31.69458532,90.41222763,72.80269909,4.357500613,0.094079689,0.396341285,-0.432684336,E
8948-3703,43.01104927,59.10896683,48.79146767,213.8299599,32.14052582,-0.641724672,-0.138073331,0.641302993,E
8948-3704,25.45302153,5.779719234,58.98126411,21.53584552,1.66020453,0.437552149,0.643832603,-17.60939603,S
8948-6101,10.40037441,60.65640736,84.84023285,225.9089432,12.50130916,-0.425331572,-0.76582771,0.508688161,E
8948-6102,5.254712105,2.865516007,-4.959951878,3.075048745,0.315319419,0.207625458,0.263346088,-1.134920689,E
8948-6103,65.739851,36.19247341,32.9171381,76.03251076,4.755103827,-0.363577263,0.259210451,0.458214205,E
8948-6104,2.065771878,7.523428321,9.680710196,4.32621894,0.68675036,0.349798725,-0.561333427,-3.884821372,E
8948-9101,33.20195484,36.50950146,28.96229506,109.78339,23.84270668,-0.578703664,-0.041242248,0.608329485,S
8948-9102,1.459582448,12.11665599,4.005397161,5.251482328,0.517564595,-0.117636323,-0.919154145,0.151942997,E
8977-12701,8.997643709,13.13862491,37.94666862,67.55448341,4.246820569,-0.250480523,-0.164421122,0.34334283,S
8977-12702,24.3353281,33.52572441,29.28326941,103.782938,46.99913406,-0.549506398,-0.139140965,0.591671239,S
8977-12703,21.37941694,7.753834397,40.14237404,22.45235109,1.53420341,0.252341229,0.440479336,-1.612551884,S
8977-12705,15.04917431,15.95495296,6.467776537,40.28829861,5.532136023,-0.794423921,-0.025382855,0.707566862,S
8977-1901,22.52026749,7.394098341,6.232858062,26.68440008,15.18430829,-0.631570206,0.483688322,0.636245009,E
8977-1902,4.30530411,4.349620908,1.732544363,4.320658088,0.537454352,-0.396865536,-0.004447574,0.486315317,E
8977-3701,6.492414355,9.066768408,5.400237799,7.973372817,0.552164517,-0.169229187,-0.145046293,0.235725676,E
8977-3702,12.62218348,8.090955734,5.014348825,3.542306821,0.890947938,0.150928367,0.193134664,-0.721796403,S
8977-3703,20.91399574,3.7435776,23.35347652,13.77284718,0.839745849,0.229327813,0.747150175,-1.344567897,E
8977-3704,1978.203552,1052.920258,543.3785858,3588.440308,218.4076042,-0.819803207,0.273875496,0.717059635,E
8977-6101,14.36670065,11.39876413,33.62082863,31.05826807,1.862889051,0.034431179,0.100499276,-0.21046755,E
8977-6103,19.24084139,15.72534943,57.24405193,60.37725925,22.55126572,-0.023143028,0.087623755,-0.046963651,S
8977-6104,29.02010059,101.577425,186.3462677,484.0483246,27.1934824,-0.414568022,-0.544098286,0.500397861,E
8977-9101,37.18363953,21.53200567,119.395359,70.95703793,8.554338932,0.225991968,0.237267411,-1.309917709,E
8977-9102,61.71080399,192.3268013,360.3531265,926.3963318,50.75379562,-0.410068532,-0.493678604,0.496872161,S
8978-12701,7.430800796,11.24664593,23.65479946,57.4083519,6.252258301,-0.385055809,-0.179987404,0.476596274,S
8978-12703,27.55574894,32.35429096,25.47986317,104.4355736,23.98325968,-0.612651365,-0.069719668,0.626568391,E
8978-12704,20.537251,18.20416176,43.0457716,44.32456398,6.288823843,-0.012713975,0.052371625,-0.073688294,S
8978-1901,54.35573006,16.2217947,31.90086794,50.3306675,2.982007742,-0.198030191,0.525146432,0.276867617,S
8978-1902,26.55241728,8.516350746,19.62127662,18.62017608,1.152618527,0.022743477,0.493850525,-0.17387055,E
8978-3701,91.59265518,409.6805878,880.6922455,1798.079651,124.4764957,-0.309984754,-0.650584737,0.407933431,S
8978-3703,58.17915821,18.8197841,85.28692436,67.40805244,3.845550179,0.102170673,0.490152796,-0.468377829,E
8978-3704,39.73906994,28.38815784,84.546772,94.5261631,5.880128264,-0.048454999,0.146080487,0.013427296,E
8978-6101,36.51265335,67.60017014,154.438488,264.6425018,14.41785502,-0.233904052,-0.267504395,0.32340462,S
8978-6102,19.02722359,15.79198503,85.68698311,95.60165405,5.635367393,-0.047550554,0.080938698,0.011371177,S
8978-6103,43.187994,19.48349261,96.3710804,63.49379444,3.78484875,0.181215446,0.345696221,-0.92230134,S
8978-6104,73.43421936,24.31776714,77.36393929,120.3041649,7.013558269,-0.191742087,0.479974787,0.268190716,S
8978-9101,119.2908211,63.7191143,395.1439438,255.076561,14.80700564,0.190084777,0.272337297,-0.989231245,S
8978-9102,9.751282215,7.720316887,19.86176491,19.08151627,1.902020991,0.017404955,0.101426599,-0.157783205,E
8979-12701,15.24601364,7.147825956,36.23697281,22.81772757,20.00160027,0.20087952,0.328982335,-1.076642803,S
8979-12702,5.518127203,5.349338382,1.775156304,2.712962069,0.282869976,-0.184207123,0.013491637,0.257573588,E
8979-12704,25.83789825,18.05665461,16.51335653,17.32866224,1.733633002,-0.020929679,0.155619893,-0.052540482,E
8979-1901,84.66165733,31.7533029,27.11459017,57.65412712,3.630299568,-0.327627357,0.42589786,0.425231848,E
8979-1902,26.32526255,70.71483612,148.738945,114.4870586,7.893178701,0.113668299,-0.429137828,-0.521888104,E
8979-3701,42.4534111,99.45308304,142.210186,413.9722214,25.09207964,-0.464040495,-0.36970566,0.53692339,E
8979-3702,35.12415123,37.35640478,147.6844292,172.8373451,20.518466,-0.068302878,-0.026759234,0.056808957,S
8979-3703,33.91354656,14.39986634,48.39404964,50.66437054,3.214106739,-0.019910686,0.372014748,-0.055124913,E
8979-3704,62.84731483,94.11432648,199.1867142,437.4816666,27.29561329,-0.34169949,-0.175369011,0.43849035,S
8979-6101,27.19902468,74.43444061,107.6982002,333.3445892,22.48547745,-0.490684964,-0.437220598,0.555036383,E
8979-6102,195.8635139,47.41095829,172.4343376,148.2728271,15.4983964,0.065562185,0.616074808,-0.31826648,S
8979-6104,16.40054274,21.16411495,51.03169632,86.95324707,6.868655324,-0.2314458,-0.110741892,0.320367592,S
8979-9101,5.938297391,5.227011979,11.31212878,12.36068416,2.453795016,-0.038498169,0.055408448,-0.009611007,S
8980-12701,7.216869831,19.9876585,21.70746803,60.37167168,17.1301198,-0.444224031,-0.442413049,0.522767485,S
8980-12702,3.688561837,4.819990158,1.726772666,4.155032476,0.605453094,-0.381339257,-0.116189083,0.473481885,E
8980-12703,8.752688885,5.283906102,19.53216076,17.57343435,1.150592297,0.045893647,0.2191864,-0.248318467,S
8980-12704,52.01451778,46.593894,27.91417456,148.0779724,31.12898445,-0.724665669,0.047795569,0.679396895,S
8980-12705,8.326951265,15.45215321,14.04723191,50.19188595,23.71740961,-0.553042762,-0.268502983,0.593739489,S
8980-1901,54.72027874,33.64808369,74.47226524,67.84549427,4.320120335,0.040473553,0.211187965,-0.230168664,E
8980-1902,25.55355024,15.52925301,57.30493069,54.61491013,3.520479918,0.020880768,0.216300681,-0.168213937,E
8980-3701,43.28988361,20.45453715,15.57065725,31.76690245,1.84761095,-0.309667924,0.325596761,0.407615627,E
8980-3702,32.08710194,12.61745012,63.21647167,40.10276222,3.946311235,0.197655965,0.405358898,-1.049814068,E
8980-3703,5.779626429,7.175565213,4.067697167,18.78191197,2.317367375,-0.664391188,-0.093956347,0.652266627,S
8980-3704,65.9203968,58.77135468,35.78138828,205.0841751,13.15607429,-0.758274963,0.049854112,0.693368531,S
8980-6101,12.95439466,8.235919952,8.211438179,2.551078399,0.647898038,0.507695422,0.196705007,17.37233635,E
8980-6102,17.37675738,12.08373237,20.34636879,20.41271544,1.834880918,-0.001413869,0.15776764,-0.103979749,E
8980-6103,14.06399155,12.25599194,2.68803072,0.497843087,2.042226632,0.732341747,0.05976013,3.515211321,E
8980-6104,34.52723598,17.04391432,46.03440285,48.42690277,4.000238955,-0.02200418,0.306592471,-0.049826865,S
8980-9101,20.14675999,53.85558891,121.5148411,265.9796906,22.69541025,-0.340219153,-0.427025567,0.43711728,S
8980-9102,21.20339823,32.79237747,38.23034096,121.8404293,9.492483854,-0.503383249,-0.189367434,0.56331981,E
8981-12701,6.777630965,1.937587341,5.757879098,0.633657217,0.35658671,0.958408156,0.54381663,2.438955392,S
8981-12702,73.85173607,81.71038818,69.9006176,308.0884018,22.49967813,-0.644194336,-0.043916565,0.642519206,S
8981-12703,58.99713802,43.99673271,159.1555672,134.0847054,17.87293482,0.074442593,0.127410518,-0.352127612,S
8981-12704,19.31989813,19.92745018,10.95692992,60.1917429,4.805031657,-0.739848035,-0.0134469,0.685804446,E
8981-1901,31.36192989,36.53736687,114.2467003,174.9910393,9.340962887,-0.185172145,-0.066334466,0.258946986,E
8981-1902,27.97492504,44.16313648,45.65272236,145.9598274,9.261422873,-0.504766661,-0.198290978,0.564209209,E
