plateifu,Classification,log(N/Ha),log(O/Hb)
11018-3703,SFG,-0.452387622,-0.478316414
11018-3704,Unclassified,0.11311459,0.346328646
11018-6101,Unclassified,-0.23113335,-0.117408113
11018-6102,SFG,-0.056072274,-0.131363111
11018-6103,SFG,-0.059567561,0.017069964
11018-6104,SFG,-0.882241177,0.209773752
11018-9101,Unclassified,0.076066155,-0.009971152
11018-9102,SFG,-0.650316455,0.212822467
11019-12701,Unclassified,-0.219033846,-0.138723835
11019-12702,SFG,-0.440284448,-0.698847774
11019-12703,SFG,-0.213078054,-0.010515921
11019-12704,Unclassified,-0.281227569,-0.306467681
11019-12705,Unclassified,0.212646737,0.25065094
11019-1901,Unclassified,-0.06377891,0.16451311
11019-1902,Unclassified,-0.262544654,0.783954175
11019-3701,Unclassified,0.075943481,0.011929815
11019-3702,Passive,-0.762590015,0.194296192
11019-3703,Passive,0.327613893,0.435503288
11019-6101,SFG,-0.463906432,-0.3790046
11019-6103,Passive,0.080263371,0.287738599
11019-6104,SFG,-0.332620547,-0.381804607
11019-9101,AGN,0.263399252,0.28848644
11019-9102,Unclassified,-0.395595462,-0.397812629
11020-12701,SFG,-1.349599538,-0.206973686
11020-12702,Passive,0.386692976,0.017915041
11020-12703,Unclassified,-0.023788967,-0.054596468
11020-12704,Passive,0.09996692,0.092038012
11020-12705,Passive,-0.034172621,-0.061444195
11020-1901,SFG,-0.088481207,0.040452412
11020-1902,AGN,0.415767014,1.138156862
11020-3701,Passive,0.014536557,0.40063065
11020-3702,Unclassified,-0.185153046,-0.113665751
11020-3703,Passive,0.167866429,1.395850392
11020-3704,SFG,-0.799101424,0.3056431
11020-6101,SFG,-0.74776443,0.236608057
11020-6102,SFG,-0.697326001,-0.083687424
11020-6103,AGN,-0.206308206,0.289213939
11020-6104,Passive,0.308960162,0.340372286
11020-9101,Passive,0.310534822,0.058704136
11020-9102,Passive,0.147207137,0.379223729
11021-12701,Passive,-0.568171349,-0.163693152
11021-12702,Unclassified,-1.051698583,0.425554637
11021-12703,SFG,-0.384634355,-0.30715319
11021-12704,Unclassified,-0.543119279,-0.066677131
11021-12705,Passive,-0.827329326,0.296367768
11021-1901,Unclassified,0.27441782,0.311861128
11021-1902,AGN,0.229240479,0.265701534
11021-3701,Passive,0.209782994,0.045367484
11021-3702,Unclassified,-0.068387725,0.345337702
11021-3703,AGN,0.195834509,1.047478726
11021-3704,Passive,0.219246995,0.406074536
11021-6101,AGN,-0.048205232,0.257586869
11021-6102,SFG,-0.154249861,-0.101349196
11021-6103,SFG,-0.696097474,0.124951737
11021-6104,AGN,0.017619522,0.171107739
11021-9101,Passive,-0.169199273,0.328250237
11021-9102,SFG,-0.720126628,0.128402282
11025-12701,SFG,-0.171456818,-0.167370272
11025-12702,Unclassified,0.273868693,-0.148339193
11025-12703,SFG,-0.777864526,-0.090179767
11025-12704,SFG,-0.437122688,-0.355269353
11025-12705,AGN,0.093035202,0.226649204
11025-1901,Passive,0.596865143,0.269421031
11025-1902,SFG,-0.41368662,-0.569948998
11025-3701,SFG,-1.102333611,0.499252926
11025-3702,Passive,0.288492978,-0.385691282
11025-3703,Passive,0.2116554,0.558874615
11025-3704,Passive,0.191089694,0.078744111
11025-6101,SFG,-0.524234615,0.111979731
11025-6102,Passive,-0.35689423,-0.198208052
11025-6103,Unclassified,0.141385691,0.168686118
11025-6104,Unclassified,0.138967552,0.273056996
11025-9101,SFG,-0.826062187,0.288373196
11025-9102,SFG,-0.557601263,-0.242875619
11742-12701,SFG,-0.358219288,-0.328412106
11742-12702,SFG,-0.608437082,-0.096368831
11742-12703,Passive,-0.076040667,0.214990479
11742-12704,SFG,-0.296194217,-0.632494276
11742-12705,Passive,-0.040646666,0.110145136
11742-1901,Passive,-0.527411891,0.706898958
11742-1902,Passive,-0.410632856,0.563779698
11742-3701,Passive,0.032553367,0.138991403
11742-3702,SFG,-0.457737037,-0.350504311
11742-3703,AGN,0.287961594,0.309258823
11742-3704,AGN,0.075607055,0.124737773
11742-6101,Passive,-0.181687713,-0.031512028
11742-6102,Passive,-0.538113134,-0.106341264
11742-6103,Passive,-0.302976224,-0.095771952
11742-6104,Passive,0.206768586,0.192851121
11742-9101,Passive,0.131178776,0.262512847
11742-9102,Passive,-0.410335405,-0.205526614
11745-12701,Passive,-0.208010627,0.814295297
11745-12702,SFG,-0.252082063,-0.20024561
11745-12703,Unclassified,-0.387021225,-0.406119631
11745-12704,SFG,-0.490127157,-0.140599817
11745-12705,Passive,0.120215025,-0.021790981
11745-1901,Passive,0.2431884,0.135413416
11745-1902,SFG,-0.348848394,-0.530134961
11745-3701,SFG,-0.565344901,0.059930007
11745-3702,Passive,0.006487828,-0.090761498
11745-3703,Unclassified,-0.43551821,-0.382506247
11745-3704,Unclassified,-0.111184383,0.091182814
11745-6101,SFG,-0.151235105,0.146757461
11745-6102,Passive,-0.016769983,0.134492021
11745-6103,Unclassified,-0.449628164,-0.137659389
11745-6104,AGN,0.187532835,0.550238267
11745-9101,SFG,-0.46701857,-0.573474604
11745-9102,Passive,-0.477830552,0.252283947
11746-12701,Unclassified,-0.074724121,1.30003115
11746-12702,SFG,-0.634771887,-0.109088937
11746-12704,AGN,0.143203307,0.899891598
11746-3701,SFG,-0.272974138,-0.429534057
11746-3702,Passive,0.318360265,0.490124504
11746-3703,SFG,-0.304127748,-0.484808036
11746-6103,Unclassified,0.069766849,0.107007948
11746-6104,Unclassified,0.240312738,0.471622899
11746-9102,AGN,0.029405503,0.165865263
11748-12704,Unclassified,-0.373898787,-0.217533589
11748-3701,Unclassified,-0.261117362,-0.278467223
11748-3703,Passive,1.440221898,-0.201415654
11748-3704,AGN,0.153786081,0.587711486
11748-6101,SFG,-0.427840112,-0.417330127
11748-6103,Passive,0.736960768,0.582007532
11748-6104,Passive,-0.115719836,-0.100853466
11749-12701,AGN,0.243891313,0.18729976
11749-12702,SFG,-0.593981689,-0.064451806
11749-12703,Passive,-0.309282348,-0.111664811
11749-12704,SFG,-0.227323955,-0.086543259
11749-12705,Unclassified,0.03601592,0.629582579
11749-1902,Passive,-0.461757628,0.555328016
11749-3701,SFG,-0.470159835,-0.698639568
11749-3702,AGN,0.026461483,0.1175751
11749-3703,Passive,-0.010838818,0.206663197
11749-3704,SFG,-0.428620654,-0.454963875
11749-6101,Passive,0.061285327,0.401785615
11749-6102,Passive,-0.082202171,0.435984578
11749-6103,Unclassified,-0.429096096,-0.640528706
11749-6104,AGN,0.027441226,0.004634321
11749-9101,Unclassified,-0.481533003,0.233352953
11749-9102,Unclassified,-0.404075377,-0.281810356
11750-12701,SFG,-0.359100473,-0.324687676
11750-12702,Unclassified,-0.52414299,-0.443109047
11750-12703,Unclassified,-0.749956494,-0.165898713
11750-12704,Unclassified,-0.505042542,-0.238715392
11750-12705,SFG,-0.834699454,0.223470835
11750-1901,SFG,-0.79870291,0.236039266
11750-1902,Passive,-0.242404298,0.116510879
11750-3701,Unclassified,0.036442959,0.319779182
11750-3702,SFG,-0.950084554,0.443734867
11750-3703,SFG,-0.287145279,0.306792305
11750-3704,Passive,-0.00227538,0.439981301
11750-6101,SFG,-0.198671438,-0.298517246
11750-6102,SFG,-0.514342803,-0.199803923
11750-6103,SFG,-0.449834419,-0.655257657
11750-6104,Passive,0.170024703,0.374467845
11750-9101,SFG,-0.268746646,-0.321820507
11750-9102,SFG,-0.552113278,-0.329393621
11751-12701,Passive,-0.764238248,0.065984295
11751-12702,SFG,-0.744239249,0.188964588
11751-12703,Passive,-0.526234525,-0.280041779
11751-12704,AGN,0.01078598,0.245990333
11751-12705,Unclassified,-0.481174213,-0.714943219
11751-1901,SFG,-0.117103821,-0.66671777
11751-1902,Passive,0.00193398,0.049841697
11751-3701,SFG,-0.607956791,0.019743784
11751-3702,SFG,-0.604685797,-0.167511837
11751-3703,Passive,-0.3994616,0.212527603
11751-3704,Passive,0.210316676,0.422111258
11751-6101,AGN,0.113104794,0.213600748
11751-6102,SFG,-0.148351622,-0.04941436
11751-6103,Unclassified,-0.453412873,-0.591780955
11751-6104,Passive,-0.33834993,0.252816403
11751-9101,SFG,-0.545156187,-0.321106135
11751-9102,SFG,-0.456382393,-0.528967823
11755-12701,SFG,-0.3318261,-0.614652318
11755-12702,SFG,-0.575153512,-0.064656165
11755-12703,SFG,-0.277958169,-0.156941505
11755-12704,SFG,-0.285118682,-0.292048376
11755-12705,SFG,-0.501206203,-0.159946867
11755-1901,Unclassified,0.071840707,0.320483562
11755-1902,Passive,0.258113075,0.223242184
11755-3701,Passive,0.306971648,-0.331711426
11755-3702,Passive,0.013771315,0.381550811
11755-3703,SFG,-0.544604781,-0.298203237
11755-3704,SFG,-0.696953077,0.064464899
11755-6101,SFG,-0.459826565,-0.487528715
11755-6102,Passive,0.120672756,0.396116831
11755-6103,AGN,0.000351911,0.04951734
11755-6104,AGN,-0.037903256,0.073921962
11755-9101,SFG,-0.679930417,0.117864931
11755-9102,AGN,-0.071887598,0.223373999
11758-12701,Unclassified,0.125828283,0.197638388
11758-12702,SFG,-0.464419195,-0.668832318
11758-12703,Passive,-0.612023782,-0.197846986
11758-12704,SFG,-0.460121274,-0.40685583
11758-12705,AGN,0.212362752,0.344987401
11758-1901,SFG,-0.397124209,-0.210529479
11758-3701,SFG,-0.357525046,-0.501087647
11758-3702,SFG,-0.44823053,-0.687790243
11758-3703,Passive,0.18792038,0.313827379
11758-3704,SFG,-0.497526805,-0.355520611
11758-6101,AGN,0.101080568,0.491124218
11758-6102,SFG,-0.406959986,-0.557879477
11758-6103,SFG,-0.483792897,-0.383617252
11758-6104,AGN,0.203323178,0.133341314
11758-9101,SFG,-0.723732775,0.263572241
11758-9102,Passive,0.309444332,0.391064031
11760-12701,SFG,-0.454241397,-0.654451917
11760-12702,Passive,-0.569364245,-0.152093705
11760-12703,SFG,-0.618201201,-0.090707325
11760-12704,SFG,-0.374039945,-0.448475539
11760-12705,SFG,-0.544843705,-0.106587001
11760-1901,SFG,-0.440495446,-0.5501343
11760-1902,SFG,-0.169549223,-0.441438735
11760-3701,SFG,-0.589722325,-0.05526631
11760-3702,SFG,-0.4037261,-0.75874706
11760-3703,AGN,0.035175747,0.32271099
11760-3704,Passive,0.04237612,-0.742289193
11760-6101,SFG,-0.32442207,-0.234728212
11760-6102,SFG,-0.531286474,-0.130349587
11760-6103,Unclassified,-0.125457519,0.24520149
11760-6104,SFG,-0.356670864,-0.087215142
11760-9101,AGN,0.185333002,0.222862947
11760-9102,SFG,-0.340530002,-0.675872568
11761-12701,SFG,-0.535858467,-0.42278188
11761-12702,SFG,-0.226522918,0.071686239
11761-12703,SFG,-0.292151008,-0.133134302
11761-12704,SFG,-0.441392637,-0.521271925
11761-12705,AGN,0.062733122,0.096297543
11761-1901,Passive,-0.425609786,0.106255742
11761-1902,SFG,-0.445621697,-0.480804497
11761-3701,Passive,0.169164898,0.595244057
11761-3702,Passive,0.145124709,-1.357245234
11761-3703,SFG,-0.287320928,-0.300534942
11761-3704,Passive,-0.008084058,0.407171677
11761-6101,Passive,0.235211996,0.107321454
11761-6102,SFG,-0.362244462,-0.281817795
11761-6103,SFG,-0.962641598,0.265690825
11761-6104,SFG,-0.284708652,-0.234647709
11761-9101,SFG,-0.629440332,0.002958912
11761-9102,AGN,0.098968132,-0.05833009
11826-12701,Unclassified,-0.504108393,0.109860784
11826-12702,SFG,-0.852456743,0.252908673
11826-12703,SFG,-0.788104647,0.172590814
11826-12704,Passive,-0.422991936,-0.409892922
11826-12705,Passive,-0.501908697,-0.938964686
11826-1901,SFG,-0.276161571,-0.040614163
11826-1902,SFG,-0.508813522,-0.264094979
11826-3701,SFG,-0.475321891,-0.493430346
11826-3702,SFG,-0.460909677,-0.314832552
11826-3703,SFG,-0.436583539,-0.589223833
11826-3704,SFG,-0.380254498,-0.157802196
11826-6101,Passive,-0.03782552,-0.164231298
11826-6102,Passive,0.151796246,0.030723714
11826-6103,SFG,-0.196723708,0.032889819
11826-6104,SFG,-0.303207508,-0.3878183
11826-9101,SFG,-0.497179441,-0.411649895
11826-9102,Unclassified,0.164826664,0.046022784
11827-12701,Passive,0.021044208,0.615016297
11827-12702,Passive,0.284867277,-0.141271577
11827-12703,Passive,0.261086961,0.181193797
11827-12704,AGN,-0.048478102,0.033983097
11827-12705,SFG,-0.790717883,0.231147307
11827-1901,Unclassified,0.123147565,2.305562957
11827-1902,SFG,-0.11794864,-0.604844981
11827-3701,Passive,-0.096427758,0.006836035
11827-3702,Passive,0.227227422,0.04992359
11827-3703,Passive,0.027229047,-0.271757066
11827-3704,Passive,-1.178369267,-0.456889485
11827-6101,Unclassified,0.191243984,0.275531299
11827-6102,SFG,-0.36253694,-0.500979375
11827-6103,Unclassified,0.19196135,0.350482686
11827-6104,Passive,-0.035428866,0.416751361
11827-9101,Passive,0.206995927,-0.474107939
11827-9102,Passive,0.037281737,0.119604784
11830-12701,AGN,0.022875405,0.041741304
11830-12702,AGN,0.301224748,0.460407853
11830-12703,SFG,-0.567793526,-0.744647408
11830-12704,AGN,-0.05613107,0.143169229
11830-12705,Passive,-0.564774179,0.027299845
11830-1901,Unclassified,-0.855300212,0.108717168
11830-1902,AGN,-0.2247718,0.524676608
11830-3701,Passive,0.464862147,0.464410998
11830-3702,SFG,-0.127564677,0.068536965
11830-3703,SFG,-0.263237226,0.011877274
11830-3704,SFG,-0.391643378,-0.35311404
11830-6101,SFG,-0.445105837,-0.299050337
11830-6102,AGN,-0.452164761,0.565260416
11830-6103,Passive,0.16397741,0.35349199
11830-6104,AGN,-0.121268424,0.252615962
11830-9101,Unclassified,0.076803587,0.145596375
11830-9102,Passive,0.262962363,0.247251458
11831-12701,Unclassified,0.262368191,0.129792544
11831-12702,AGN,0.276656521,0.879585967
11831-12703,SFG,-0.309748675,-0.49139296
11831-12704,SFG,-0.25213066,-0.145969725
11831-12705,Passive,0.384555743,0.141758647
11831-1901,SFG,-0.790587966,0.26288875
11831-3701,SFG,-0.182440208,0.001140119
11831-3702,SFG,-0.452409535,-0.612326564
11831-3703,Unclassified,0.248868688,0.160802212
11831-3704,SFG,-0.303162005,-0.535797444
11831-6101,SFG,-0.444262235,-0.649924556
11831-6102,SFG,-0.255815711,-0.178599011
11831-6103,SFG,-0.668036295,0.030175203
11831-6104,Passive,-0.014510272,0.035209981
11831-9101,SFG,-0.456074933,-0.535019876
11831-9102,SFG,-0.565932016,-0.058051963
11832-12701,SFG,-0.533208546,-0.239532574
11832-12702,Passive,-0.315205997,-0.901919862
11832-12704,SFG,-0.443640183,-0.578299151
11832-12705,SFG,-0.456499739,-0.352633423
11832-1901,Passive,-0.039008197,0.314794129
11832-1902,SFG,-0.333105956,-0.308694629
11832-3701,SFG,-0.373656271,-0.477870678
11832-3702,AGN,0.032883602,0.172775446
11832-3703,Passive,-0.503256914,-0.233717263
11832-3704,SFG,-0.414992107,-0.682779115
11832-6101,Passive,-0.398790625,-0.062883469
11832-6102,SFG,-0.309056264,-0.537024881
11832-6103,SFG,-0.426720346,-0.47924114
11832-6104,Unclassified,-0.295270445,-0.197558548
11832-9101,Unclassified,0.036544002,0.131453197
11832-9102,SFG,-0.470313017,-0.386039781
11833-12701,SFG,-0.447903628,-0.415493243
11833-12702,SFG,-0.421977578,-0.42690328
11833-12703,SFG,-0.556061339,-0.139629328
11833-12704,Passive,-0.318750817,-0.307031193
11833-12705,SFG,-0.379450253,-0.432001972
11833-1901,Unclassified,0.082902952,0.499380367
11833-1902,SFG,-0.314506187,-0.37079234
11833-3701,Unclassified,0.203271462,0.631029983
11833-3702,AGN,-0.04670718,0.736906402
11833-3703,Passive,0.057970756,0.400578315
11833-3704,SFG,-0.396092494,-0.207786492
11833-6101,SFG,-0.296921263,-0.158747737
11833-6102,SFG,-0.291052689,-0.342804355
11833-6103,SFG,-0.429752232,-0.500886606
11833-6104,AGN,-0.024748545,0.273166447
11833-9101,Passive,0.052103309,0.175557111
11833-9102,SFG,-0.229745201,-0.29546391
11863-12701,SFG,-0.617594668,-0.043655754
11863-12702,Unclassified,-0.085114605,0.208467299
11863-12703,SFG,-0.198948752,0.067234802
11863-12704,Passive,0.136803251,0.546736305
11863-12705,SFG,-0.387491302,0.468210689
11863-1901,SFG,-0.784492655,0.246260107
11863-1902,Unclassified,-0.025670337,0.09216463
11863-3701,Passive,0.609569047,0.508751411
11863-3702,Unclassified,0.015430546,0.271222378
11863-3703,SFG,0.146273973,-0.898321818
11863-3704,Passive,0.164305955,0.278951559
11863-6101,Passive,0.299056538,0.255695958
11863-6102,Passive,-0.168214762,-0.524791719
11863-6103,SFG,-0.028994297,-0.128877723
11863-6104,Passive,-0.129588392,-0.021591961
11863-9101,Passive,-0.176120768,0.186370191
11863-9102,SFG,-0.126415589,-0.320063078
11872-12701,Passive,0.306065714,0.137020592
11872-12702,SFG,-0.298617147,-0.472567711
11872-12703,Passive,0.100166219,-0.078839016
11872-12704,SFG,-0.457392042,-0.875943669
11872-12705,AGN,-0.151140388,0.236643414
11872-1901,Passive,-0.035651234,0.032335305
11872-1902,Passive,-0.07745688,0.547361119
11872-3701,Unclassified,-0.065020421,0.253295452
11872-3702,Passive,-0.009396463,0.254770756
11872-3703,Unclassified,0.129650664,0.199989433
11872-3704,Passive,0.082657268,0.242431367
11872-6101,Unclassified,-0.714164887,0.091369004
11872-6102,Passive,0.087542116,0.321909967
11872-6103,Passive,0.229836808,0.406581997
11872-6104,Unclassified,0.290798766,0.389355991
11872-9101,SFG,-0.389398021,-0.376865372
11872-9102,Unclassified,0.443926694,0.323948704
11940-12701,AGN,0.217270084,0.496594979
11940-12702,Unclassified,0.031808827,0.377810911
11940-12703,Passive,0.057132892,-0.071938857
11940-12704,AGN,-0.135534172,0.642029095
11940-12705,AGN,0.3751952,0.54641536
11940-1901,Passive,-0.148003607,-0.096646652
11940-1902,SFG,-0.061963124,-0.00131584
11940-3701,Unclassified,0.183231593,0.136395332
11940-3702,Unclassified,0.149746601,0.827566967
11940-3703,SFG,-0.341653882,-0.562315887
11940-3704,Passive,0.251879176,0.248358136
11940-6101,Passive,-0.459353512,-0.321622465
11940-6102,Passive,0.082890544,-0.203922875
11940-6103,SFG,-0.452873247,-0.671073548
11940-6104,SFG,-0.158403576,-0.347625863
11940-9101,Passive,0.272866412,0.374026479
11940-9102,SFG,-0.087797621,-0.03198203
11941-12701,SFG,-0.19636249,-0.255614194
11941-12702,Passive,-0.074755653,-0.338938965
11941-12703,SFG,-0.568012292,-0.179342459
11941-12704,AGN,0.057393108,0.28028381
11941-12705,AGN,0.063717325,0.539620026
11941-1901,SFG,-0.502192287,-0.727300761
11941-1902,AGN,0.001594469,0.095413619
11941-3702,AGN,0.30481834,0.298445669
11941-3703,Passive,0.221394723,0.449947126
11941-3704,Passive,-0.788537342,-0.015378762
11941-6101,SFG,-0.520122203,-0.623351614
11941-6102,Passive,-1.635287169,-0.154626405
11941-6103,SFG,-0.072117715,-0.031815698
11941-6104,SFG,-0.509063122,-0.472804074
11941-9101,SFG,-1.05339001,0.401374376
11941-9102,SFG,-0.314091319,-0.246516578
11942-12701,SFG,-0.194741514,-0.019654419
11942-12702,SFG,-0.519994418,-0.746709911
11942-12703,Unclassified,-0.15656181,-0.051412056
11942-12704,SFG,-0.538908995,-0.232457822
11942-12705,Unclassified,0.349505365,0.153270344
11942-1901,Passive,-0.395042667,-0.546292041
11942-1902,Unclassified,-0.042980949,0.013495374
11942-3701,Passive,0.279501203,0.058610265
11942-3702,Unclassified,0.008050573,0.471439867
11942-3703,Unclassified,-0.150256104,-0.122142159
11942-6101,Passive,-0.363355743,-0.173081107
11942-6102,SFG,-1.065634543,0.468857866
11942-6103,SFG,-0.187688644,-0.099268015
11942-6104,SFG,-0.126328902,-0.017046256
11942-9101,SFG,-0.213410511,-0.074071368
11942-9102,Passive,-0.404102428,1.402179846
11943-12701,Unclassified,-0.095827126,0.288352493
11943-12702,Passive,-0.651898449,-0.684549252
11943-12703,Passive,0.026185076,0.708587958
11943-12704,Passive,0.373802068,0.01912704
11943-12705,Passive,-0.302919172,-0.025272809
11943-1901,Passive,-0.483152012,-0.079148424
11943-1902,Passive,-1.041781743,1.155113484
11943-3701,SFG,-0.46785804,-0.344543451
11943-3702,SFG,-0.325269104,-0.551421306
11943-3703,SFG,-0.419705118,-0.491039738
11943-3704,SFG,-0.442725391,-0.263356594
11943-6101,Unclassified,-0.362930273,-0.799527366
11943-6102,Unclassified,-0.206916206,0.200999009
11943-6103,Passive,-0.465158849,-0.050261196
11943-6104,AGN,-0.164296101,0.650414484
11943-9101,Passive,-0.446883307,0.045258727
11943-9102,Passive,0.244063366,0.150023832
11944-12701,AGN,-0.192818763,0.403505253
11944-12702,Unclassified,-0.603070235,-0.224684743
11944-12703,SFG,-0.539295042,-0.040234761
11944-12704,AGN,0.035162799,0.594152409
11944-12705,Passive,0.187018619,0.311505194
11944-1901,Passive,-0.096405383,0.206140555
11944-1902,Passive,0.130009144,0.353954799
11944-3701,Passive,-0.588419434,0.366333857
11944-3702,SFG,-0.484854859,-0.319918303
11944-3703,SFG,-0.728703767,-0.054279732
11944-3704,Unclassified,0.144435,0.165609555
11944-6101,Unclassified,0.160652813,0.147873388
11944-6102,Passive,0.502057186,0.309254665
11944-6103,SFG,-0.424022085,-0.428830181
11944-6104,Unclassified,-0.041752616,0.417911341
