plateifu,MANGAID,Type,TType,Unsure
10514-3703 ,1-77708  ,SABa       ,1,0
10514-3704 ,1-55075  ,E          ,-5,0
10514-6101 ,1-54999  ,Sa         ,1,0
10514-6102 ,1-55037  ,S0         ,-2,0
10514-6103 ,1-78040  ,Sb         ,3,0
10514-6104 ,1-78021  ,S0         ,-2,0
10514-9102 ,1-585668 ,S-merger   ,11,0
10515-12701,1-78358  ,Sbc        ,4,0
10515-12702,1-78381  ,Sa         ,1,0
10515-12703,1-182226 ,E          ,-5,0
10515-12704,1-78377  ,Sc         ,5,0
10515-12705,1-78252  ,Sd         ,7,0
10515-1902 ,1-78291  ,SABa       ,1,0
10515-3701 ,1-78343  ,Sc         ,5,0
10515-3702 ,1-181975 ,E          ,-5,0
10515-3703 ,1-585742 ,Sd         ,7,0
10515-3704 ,1-78353  ,SB0a       ,0,0
10515-6101 ,1-78257  ,E          ,-5,0
10515-6102 ,1-560087 ,S0         ,-2,0
10515-6103 ,1-181988 ,S0         ,-2,0
10515-6104 ,1-606491 ,SB0a       ,0,0
10515-9101 ,1-78361  ,SABcd      ,6,0
10515-9102 ,1-78580  ,Sb         ,3,0
10516-12701,1-60653  ,SBa        ,1,0
10516-12702,1-607106 ,S0         ,-2,0
10516-12704,1-78783  ,SABc       ,5,0
10516-1901 ,1-60713  ,SABbc      ,4,0
10516-1902 ,1-60719  ,Sab        ,2,0
10516-3701 ,1-60689  ,S0a        ,0,0
10516-3702 ,1-60715  ,SABbc      ,4,0
10516-3703 ,1-78766  ,S0         ,-2,0
10516-3704 ,1-60707  ,Sab        ,2,0
10516-6101 ,1-60570  ,Edc        ,-5,0
10516-6102 ,1-60709  ,SBd        ,7,0
10516-6103 ,1-78764  ,S0a        ,0,0
10516-6104 ,1-78868  ,SABb       ,3,0
10516-9101 ,1-60723  ,SABab      ,2,0
10516-9102 ,1-78752  ,Sm         ,9,0
10517-12701,1-182178 ,SABd       ,7,0
10517-12703,1-78856  ,SABc       ,5,0
10517-12705,1-78820  ,Edc        ,-5,0
10517-1901 ,1-182337 ,Sbc        ,4,0
10517-1902 ,1-78702  ,SABa       ,1,0
10517-3701 ,1-78719  ,Sab        ,2,0
10517-3702 ,1-78665  ,Sbc        ,4,0
10517-3703 ,1-78688  ,SBa        ,1,0
10517-3704 ,1-78439  ,Sb         ,3,0
10517-6101 ,1-78715  ,Sa         ,1,0
10517-6102 ,1-586066 ,SABab      ,2,0
10517-6104 ,1-182358 ,Sc         ,5,0
10517-9101 ,1-78627  ,SABbc      ,4,0
10517-9102 ,1-78858  ,S0a        ,0,0
10518-12701,1-182089 ,S0         ,-2,0
10518-12702,1-79033  ,SABb       ,3,0
10518-12703,1-182807 ,Sbc        ,4,0
10518-12704,1-607451 ,Edc        ,-5,0
10518-12705,1-607996 ,Sc         ,5,0
10518-1901 ,1-182525 ,SAB0       ,-2,0
10518-1902 ,1-79052  ,Sab        ,2,0
10518-3701 ,1-79009  ,Sbc        ,4,0
10518-3702 ,1-182452 ,S0         ,-2,0
10518-3703 ,1-182424 ,Sbc        ,4,0
10518-3704 ,1-182793 ,Sa         ,1,0
10518-6101 ,1-182093 ,E          ,-5,0
10518-6102 ,1-182818 ,Sab        ,2,0
10518-6103 ,1-182523 ,SBab       ,2,0
10518-6104 ,1-79084  ,SABab      ,2,0
10518-9101 ,1-78873  ,Sb         ,3,0
10518-9102 ,1-182839 ,SBb        ,3,0
10519-12701,1-608154 ,SABc       ,5,0
10519-12702,1-79095  ,Sbc        ,4,0
10519-12703,1-182981 ,E          ,-5,0
10519-12704,1-183175 ,SABc       ,5,0
10519-12705,1-79331  ,SBc        ,5,0
10519-1901 ,1-183195 ,SABa       ,1,0
10519-1902 ,1-183181 ,SABa       ,1,0
10519-3701 ,1-182781 ,S0         ,-2,0
10519-3702 ,1-182806 ,Sa         ,1,0
10519-3703 ,1-182750 ,E          ,-5,0
10519-3704 ,1-182730 ,S0         ,-2,0
10519-6102 ,1-586574 ,Sb         ,3,0
10519-6103 ,1-182803 ,E          ,-5,0
10519-6104 ,1-183193 ,Sa         ,1,0
10519-9102 ,1-182705 ,Sab        ,2,0
10520-12701,1-79367  ,SABc       ,5,0
10520-12702,1-79356  ,SBab       ,2,0
10520-12703,1-183449 ,SBcd       ,6,0
10520-12704,1-79664  ,SABc       ,5,0
10520-12705,1-79490  ,Sbc        ,4,0
10520-1901 ,1-183465 ,SB0        ,-2,0
10520-1902 ,1-79648  ,SB0        ,-2,0
10520-3701 ,1-79375  ,Sbc        ,4,0
10520-3702 ,1-79734  ,Sa         ,1,0
10520-3703 ,1-79747  ,S0         ,-2,0
10520-3704 ,1-79983  ,SABa       ,1,0
10520-6101 ,1-79916  ,SBb        ,3,0
10520-6102 ,1-79452  ,Sc         ,5,0
10520-6103 ,1-560311 ,Sb         ,3,0
10520-6104 ,1-79489  ,SABc       ,5,0
10520-9101 ,1-183065 ,SABbc      ,4,0
10520-9102 ,1-79606  ,SABb       ,3,0
10837-12701,1-587194 ,Sm         ,9,0
10837-12702,1-61633  ,E          ,-5,0
10837-12703,1-79751  ,Sb         ,3,0
10837-12704,1-61557  ,SABcd      ,6,0
10837-12705,1-640498 ,E          ,-5,0
10837-1901 ,1-61613  ,Edc        ,-5,0
10837-1902 ,Jan-27,Sc         ,5,0
10837-3701 ,Jan-50,Sb         ,3,0
10837-3702 ,1-61450  ,S0         ,-2,0
10837-3703 ,Jan-87,S0         ,-2,0
10837-3704 ,Jan-43,E          ,-5,0
10837-6101 ,1-61538  ,S0         ,-2,0
10837-6102 ,Jan-19,E          ,-5,0
10837-6103 ,1-559229 ,E          ,-5,0
10837-6104 ,1-61698  ,E          ,-5,0
10837-9101 ,1-61484  ,S0         ,-2,0
10837-9102 ,1-61630  ,S-merger   ,11,0
10838-12701,1-389438 ,SABcd      ,6,0
10838-12702,1-389375 ,E          ,-5,0
10838-12703,1-301386 ,Sc         ,5,0
10838-12704,1-301360 ,Scd        ,6,0
10838-12705,1-389513 ,Sb         ,3,0
10838-1901 ,1-606057 ,S0(dwarf)  ,-2,0
10838-1902 ,1-389466 ,S0a        ,0,0
10838-3701 ,1-301489 ,Edc        ,-5,0
10838-3702 ,1-585704 ,Sd         ,7,0
10838-3703 ,1-301609 ,Edc        ,-5,0
10838-3704 ,1-301461 ,E          ,-5,0
10838-6101 ,1-301327 ,Sd         ,7,0
10838-6102 ,1-585698 ,Scd        ,6,0
10838-6103 ,1-301504 ,Sc         ,5,0
10838-6104 ,1-389476 ,E          ,-5,0
10838-9101 ,1-301321 ,Sc         ,5,0
10838-9102 ,1-389389 ,SABc       ,5,0
10839-12701,1-52799  ,SABb       ,3,0
10839-12702,1-52826  ,S0a        ,0,0
10839-12703,1-76395  ,E          ,-5,0
10839-12704,1-76735  ,Sc         ,5,0
10839-12705,1-53178  ,SABbc      ,4,0
10839-1901 ,1-53066  ,S0         ,-2,0
10839-1902 ,1-53198  ,SBa        ,1,0
10839-3701 ,1-605510 ,E          ,-5,0
10839-3702 ,1-53123  ,E          ,-5,0
10839-3703 ,1-53356  ,Edc        ,-5,0
10839-3704 ,1-53120  ,Sb         ,3,0
10839-6101 ,1-53118  ,SBab       ,2,0
10839-6102 ,1-52814  ,E          ,-5,0
10839-6103 ,1-76413  ,S0         ,-2,0
10839-6104 ,1-53060  ,Edc        ,-5,0
10839-9101 ,1-53217  ,Sbc        ,4,0
10839-9102 ,1-53340  ,E          ,-5,0
10840-12701,1-214225 ,Edc        ,-5,0
10840-12702,1-214169 ,SBb        ,3,0
10840-12703,1-214652 ,Sd         ,7,0
10840-12704,1-214319 ,Sd         ,7,0
10840-12705,1-605551 ,SBab       ,2,0
10840-1901 ,1-76744  ,Sa         ,1,0
10840-1902 ,1-76820  ,SBa        ,1,0
10840-3701 ,1-76747  ,SB0a       ,0,0
10840-3702 ,1-214335 ,Edc        ,-5,0
10840-3703 ,1-76813  ,SBa        ,1,0
10840-3704 ,1-76694  ,Sb         ,3,0
10840-6101 ,1-76741  ,E          ,-5,0
10840-6102 ,1-76762  ,E          ,-5,0
10840-6103 ,1-214197 ,E          ,-5,0
10840-6104 ,1-214658 ,E          ,-5,0
10840-9101 ,1-214219 ,Sc         ,5,0
10840-9102 ,1-76706  ,SABa       ,1,0
10841-12701,1-605877 ,SABc       ,5,0
10841-12702,1-77522  ,SABcd      ,6,0
10841-12703,1-77490  ,Edc        ,-5,0
10841-12704,1-77695  ,E          ,-5,0
10841-12705,1-54642  ,SBd        ,7,0
10841-1901 ,1-77800  ,Sa         ,1,0
10841-3701 ,1-54602  ,Sa         ,1,0
10841-3703 ,1-77675  ,SBa        ,1,0
10841-3704 ,1-54606  ,SAB0       ,-2,0
10841-6101 ,1-54586  ,Sa         ,1,0
10841-6102 ,1-54576  ,SAB0       ,-2,0
10841-6103 ,1-77488  ,Sa         ,1,0
10841-6104 ,1-77778  ,Sd         ,7,0
10841-9101 ,1-54558  ,E          ,-5,0
10841-9102 ,1-77639  ,E          ,-5,0
10842-12701,1-77565  ,SABb       ,3,0
10842-12702,1-181160 ,SBbc       ,4,0
10842-12703,1-181214 ,SABb       ,3,0
10842-12704,1-605818 ,SABb       ,3,0
10842-12705,1-77595  ,SABc       ,5,0
10842-1901 ,1-181037 ,Sa         ,1,0
10842-3701 ,1-181056 ,SAB0a      ,0,0
10842-3702 ,1-181028 ,Sc         ,5,0
10842-3703 ,1-585579 ,SBbc       ,4,0
10842-3704 ,1-560065 ,E          ,-5,0
10842-6101 ,1-77620  ,Edc        ,-5,0
10842-6102 ,1-181172 ,SABab      ,2,0
10842-6103 ,1-181146 ,Sab        ,2,0
10842-6104 ,1-181017 ,E          ,-5,0
10842-9101 ,1-605778 ,Sc         ,5,0
10842-9102 ,1-180998 ,SABb       ,3,0
10843-12701,1-350    ,E          ,-5,0
10843-12702,1-896    ,Scd        ,6,0
10843-12703,1-1037   ,Sc         ,5,0
10843-12704,1-1033   ,Scd        ,6,0
10843-12705,1-761    ,E          ,-5,0
10843-1901 ,1-837    ,SB0a       ,0,0
10843-1902 ,1-803    ,SB0a       ,0,0
10843-3701 ,1-411    ,Sb         ,3,0
10843-3702 ,1-606422 ,SABab      ,2,0
10843-3703 ,1-380    ,Sb         ,3,0
10843-3704 ,1-762    ,S0         ,-2,0
10843-6101 ,1-834    ,S0a        ,0,0
10843-6102 ,1-944    ,E          ,-5,0
10843-6103 ,1-908    ,SBd        ,7,0
10843-6104 ,1-701    ,SBd        ,7,0
10843-9101 ,1-897    ,Sb         ,3,0
10843-9102 ,1-383    ,Sbc        ,4,0
10844-12701,1-77934  ,SABc       ,5,0
10844-12702,1-78143  ,SABcd      ,6,0
10844-12703,1-560522 ,S0         ,-2,0
10844-12704,1-181573 ,S0a        ,0,0
10844-12705,1-78142  ,SABb       ,3,0
10844-1901 ,1-77933  ,Sb         ,3,0
10844-1902 ,1-78155  ,S-merger   ,11,0
10844-3701 ,1-181550 ,Edc        ,-5,0
10844-3702 ,1-78117  ,SB0a       ,0,0
10844-3703 ,1-78176  ,SABb       ,3,0
10844-3704 ,1-78336  ,E          ,-5,0
10844-6101 ,1-77949  ,Sb         ,3,0
10844-6102 ,1-78125  ,E          ,-5,0
10844-6103 ,1-181720 ,Sa         ,1,0
10844-6104 ,1-181700 ,E          ,-5,0
10844-9101 ,1-181589 ,SBcd       ,6,0
10844-9102 ,1-181692 ,Edc        ,-5,0
10845-12701,1-78255  ,Sa         ,1,0
10845-12702,1-606221 ,SABc       ,5,0
10845-12703,1-78510  ,Sbc        ,4,0
10845-12704,1-78452  ,SABc       ,5,0
10845-12705,1-78451  ,SBb        ,3,0
10845-1901 ,1-78239  ,E          ,-5,0
10845-1902 ,1-60629  ,SBab       ,2,0
10845-3701 ,1-55335  ,E          ,-5,0
10845-3702 ,1-60446  ,Edc        ,-5,0
10845-3703 ,1-78200  ,SBa        ,1,0
10845-3704 ,1-60406  ,Edc        ,-5,0
10845-6101 ,1-60334  ,Sb         ,3,0
10845-6102 ,1-55480  ,Sc         ,5,0
10845-6103 ,1-78558  ,SBab       ,2,0
10845-6104 ,1-78519  ,SAB0a      ,0,0
10845-9101 ,1-78213  ,SB0a       ,0,0
10845-9102 ,1-60506  ,Sbc        ,4,0
10846-12701,1-1813   ,E          ,-5,0
10846-12702,1-607814 ,Edc        ,-5,0
10846-12703,1-586486 ,E          ,-5,0
10846-1901 ,1-1439   ,SAB0a      ,0,0
10846-1902 ,1-1437   ,Edc        ,-5,0
10846-3701 ,1-607767 ,SBa        ,1,0
10846-3702 ,Jan-23,E          ,-5,0
10846-3703 ,1-1851   ,S0a        ,0,0
10846-6101 ,1-1655   ,E          ,-5,0
10846-6102 ,1-607739 ,Sa         ,1,0
10846-6103 ,1-1894   ,S0a        ,0,0
10846-6104 ,1-608172 ,SABab      ,2,0
10846-9101 ,1-586415 ,Sbc        ,4,0
10846-9102 ,1-607835 ,SABb       ,3,0
11004-12701,1-456655 ,SABd       ,7,0
11004-12702,1-522048 ,Scd        ,6,0
11004-12703,1-457076 ,Sb         ,3,0
11004-12704,1-457246 ,SBab       ,2,0
11004-12705,1-457074 ,Sb         ,3,0
11004-1901 ,1-457247 ,Sa         ,1,0
11004-1902 ,1-457327 ,S          ,11,0
11004-3701 ,1-591420 ,E          ,-5,0
11004-3702 ,1-457248 ,SABc       ,5,0
11004-3703 ,1-457017 ,Sm         ,9,0
11004-6101 ,1-624320 ,E          ,-5,0
11004-6102 ,1-457376 ,SBm        ,9,0
11004-6103 ,1-457072 ,S0         ,-2,0
11004-6104 ,1-624911 ,SBb        ,3,0
11004-9101 ,1-457085 ,SBcd       ,6,0
11004-9102 ,1-457341 ,S0         ,-2,0
11006-12701,1-456840 ,Sbc        ,4,0
11006-12702,1-456575 ,SBa        ,1,0
11006-12703,1-575151 ,SBab       ,2,0
11006-12704,1-456643 ,SB0        ,-2,0
11006-12705,1-456611 ,SAB0a      ,0,0
11006-1901 ,1-591128 ,S0         ,-2,0
11006-3702 ,1-455937 ,SABc       ,5,0
11006-3703 ,1-456919 ,Sb         ,3,0
11006-3704 ,1-456688 ,SAB0a      ,0,0
11006-6102 ,1-591101 ,SB0        ,-2,0
11006-6103 ,1-456364 ,S0         ,-2,0
11006-6104 ,1-591232 ,Sb         ,3,0
11006-9101 ,1-591054 ,Edc        ,-5,0
11006-9102 ,1-456901 ,Sb         ,3,0
11007-12701,1-456816 ,S0a        ,0,0
11007-12702,1-456414 ,Edc        ,-5,0
11007-12703,1-456983 ,S0         ,-2,0
11007-12704,1-456923 ,Edc        ,-5,0
11007-12705,1-456325 ,Edc        ,-5,0
11007-1901 ,1-456507 ,SB0a       ,0,0
11007-1902 ,1-457126 ,E          ,-5,0
11007-3701 ,1-455640 ,SB0a       ,0,0
11007-3702 ,1-456332 ,S0         ,-2,0
11007-3703 ,1-404173 ,Sb         ,3,0
11007-3704 ,1-456698 ,SBab       ,2,0
11007-6101 ,1-456664 ,Edc        ,-5,0
11007-6102 ,1-456731 ,S0         ,-2,0
11007-6103 ,1-456746 ,SAB0       ,-2,0
11007-6104 ,1-456880 ,SB0        ,-2,0
11007-9101 ,1-456837 ,SABa       ,1,0
11007-9102 ,1-456754 ,Edc        ,-5,0
11009-12701,1-521918 ,Sbc        ,4,0
11009-12702,1-456296 ,S0         ,-2,0
11009-12703,1-456645 ,SABa       ,1,0
11009-12704,1-623389 ,Sbc        ,4,0
11009-12705,1-521998 ,SABa       ,1,0
11009-1901 ,1-456684 ,S0         ,-2,0
11009-1902 ,1-522006 ,S          ,11,0
11009-3701 ,1-456705 ,S0         ,-2,0
11009-3702 ,1-457091 ,E          ,-5,0
11009-3703 ,1-456285 ,SABa       ,1,0
11009-3704 ,1-457110 ,SBcd       ,6,0
11009-6101 ,1-521915 ,E          ,-5,0
11009-6102 ,1-456751 ,Sbc        ,4,0
11009-6103 ,1-456345 ,S0         ,-2,0
11009-6104 ,1-457115 ,Edc        ,-5,0
11009-9101 ,1-456269 ,SBab       ,2,0
11010-12701,1-518572 ,Edc        ,-5,0
11010-12702,1-568541 ,E          ,-5,0
11010-12703,1-522063 ,Scd        ,6,0
11010-12704,1-522240 ,SABc       ,5,0
11010-12705,1-518536 ,Sbc        ,4,0
11010-1901 ,1-522189 ,E          ,-5,0
11010-1902 ,1-522278 ,S0a        ,0,0
11010-3701 ,1-521847 ,Sa         ,1,0
11010-3702 ,1-522064 ,SBb        ,3,0
11010-3703 ,1-522231 ,S0a        ,0,0
11010-3704 ,1-522216 ,Edc        ,-5,0
11010-6101 ,1-522145 ,SB0        ,-2,0
11010-6102 ,1-522297 ,SBab       ,2,0
11010-6103 ,1-522093 ,SBd        ,7,0
11010-6104 ,1-591528 ,SBb        ,3,0
11010-9101 ,1-522062 ,SABcd      ,6,0
11010-9102 ,1-522187 ,Sc         ,5,0
11011-12701,1-576534 ,E          ,-5,0
11011-12702,1-629834 ,E          ,-5,0
11011-12703,1-197402 ,SBb        ,3,0
11011-12704,1-197384 ,E          ,-5,0
11011-12705,1-197398 ,Scd        ,6,0
11011-1901 ,1-197406 ,S0         ,-2,0
11011-1902 ,1-197677 ,SBa        ,1,0
11011-3701 ,1-320614 ,Edc        ,-5,0
11011-3702 ,1-321127 ,SABa       ,1,0
11011-3703 ,1-321148 ,SAB0a      ,0,0
11011-3704 ,1-197647 ,SABa       ,1,0
11011-6101 ,1-197638 ,E          ,-5,0
11011-6103 ,1-197366 ,Edc        ,-5,0
11011-9101 ,1-321057 ,Sb         ,3,0
11011-9102 ,1-197650 ,E          ,-5,0
11012-12701,1-244998 ,Sab        ,2,0
11012-12702,1-245497 ,SBb        ,3,0
11012-12703,1-245560 ,SABbc      ,4,0
11012-12704,1-576748 ,SAB0       ,-2,0
11012-12705,1-245524 ,SABbc      ,4,0
11012-1901 ,1-245238 ,Sa         ,1,0
11012-1902 ,1-245270 ,Sa         ,1,0
11012-3701 ,1-245531 ,E          ,-5,0
11012-3702 ,1-245235 ,Sab        ,2,0
11012-3703 ,1-245299 ,Edc        ,-5,0
11012-3704 ,1-245069 ,Sa         ,1,0
11012-6102 ,1-245268 ,SABb       ,3,0
11012-6103 ,1-244967 ,S0a        ,0,0
11012-6104 ,1-245301 ,SABa       ,1,0
11012-9101 ,1-245118 ,SABa       ,1,0
11012-9102 ,1-245331 ,Sb         ,3,0
11013-12701,1-244489 ,Sd         ,7,0
11013-12702,1-244372 ,Sc         ,5,0
11013-12704,1-244874 ,SABcd      ,6,0
11013-12705,1-245195 ,Sd         ,7,0
11013-1901 ,1-244631 ,S0         ,-2,0
11013-1902 ,1-245176 ,Sa         ,1,0
11013-3701 ,1-627475 ,SABc       ,5,0
11013-3702 ,1-627026 ,Sb         ,3,0
11013-3703 ,1-244673 ,SBd        ,7,0
11013-3704 ,1-244785 ,Sc         ,5,0
11013-6101 ,1-244377 ,Sab        ,2,0
11013-6102 ,1-244424 ,SBm        ,9,0
11013-6103 ,1-244660 ,Sbc        ,4,0
11013-6104 ,1-244376 ,Sa         ,1,0
11013-9101 ,1-244450 ,S0         ,-2,0
11013-9102 ,1-244652 ,SBb        ,3,0
11014-12701,1-456001 ,Sb         ,3,0
11014-12702,1-456378 ,Sa         ,1,0
11014-12703,1-623147 ,Sa         ,1,0
11014-12704,1-623501 ,S0         ,-2,0
11014-12705,1-456339 ,SB0a       ,0,0
11014-1901 ,1-456388 ,S0         ,-2,0
11014-1902 ,1-456921 ,SABa       ,1,0
11014-3701 ,1-456359 ,SBa        ,1,0
11014-3702 ,1-456775 ,S0a        ,0,0
11014-3703 ,1-456734 ,S0         ,-2,0
11014-3704 ,1-456718 ,SABd       ,7,0
11014-6101 ,1-456781 ,Edc        ,-5,0
11014-6102 ,1-456829 ,SAB0a      ,0,0
11014-6103 ,1-456578 ,S0         ,-2,0
11014-6104 ,1-456912 ,SABa       ,1,0
11014-9101 ,1-455722 ,Sb         ,3,0
11014-9102 ,1-456917 ,E          ,-5,0
11015-12701,1-457162 ,S0a        ,0,0
11015-12702,1-456879 ,Sb         ,3,0
11015-12703,1-404401 ,SB0a       ,0,0
11015-12704,1-457182 ,S0         ,-2,0
11015-12705,1-624081 ,SAB0       ,-2,0
11015-1901 ,1-456509 ,SBa        ,1,0
11015-1902 ,1-456628 ,S0         ,-2,0
11015-3701 ,1-456845 ,S0         ,-2,0
11015-3702 ,1-456492 ,SAB0       ,-2,0
11015-6101 ,1-456563 ,SB0        ,-2,0
11015-6102 ,1-456847 ,SB0a       ,0,0
11015-6103 ,1-403702 ,S0         ,-2,0
11015-6104 ,1-404186 ,S0a        ,0,0
11015-9101 ,1-456587 ,Edc        ,-5,0
11015-9102 ,1-456940 ,S0         ,-2,0
11016-12701,1-196890 ,SABcd      ,6,0
11016-12702,1-196874 ,Sc         ,5,0
11016-12703,1-197191 ,SBab       ,2,0
11016-12704,1-196804 ,SABc       ,5,0
11016-3701 ,1-196843 ,E          ,-5,0
11016-3703 ,1-196806 ,S0a        ,0,0
11016-6102 ,1-320459 ,Edc        ,-5,0
11016-6103 ,1-320455 ,Edc        ,-5,0
11016-9101 ,1-320267 ,Sb         ,3,0
11016-9102 ,1-196844 ,Sbc        ,4,0
11017-12701,1-319408 ,SBab       ,2,0
11017-12702,1-319380 ,E          ,-5,0
11017-12704,1-319668 ,SBc        ,5,0
11017-12705,1-319363 ,Scd        ,6,0
11017-1901 ,1-319663 ,S0         ,-2,0
11017-3701 ,1-576479 ,SABb       ,3,0
11017-3702 ,1-319400 ,Edc        ,-5,0
11017-3703 ,1-319957 ,Edc        ,-5,0
11017-3704 ,1-319646 ,Sa         ,1,0
11017-6101 ,1-319381 ,SABb       ,3,0
11017-6102 ,1-319706 ,E          ,-5,0
11017-6103 ,1-625718 ,Sc         ,5,0
11017-6104 ,1-319661 ,SABa       ,1,0
11017-9102 ,1-319390 ,SABab      ,2,0
11018-12701,1-233925 ,Scd        ,6,0
11018-12702,1-623940 ,SABc       ,5,0
11018-12703,1-152139 ,SBdm       ,8,0
11018-12704,1-233951 ,SABc       ,5,0
11018-12705,1-576557 ,E          ,-5,0
11018-1901 ,1-576554 ,S0         ,-2,0
11018-1902 ,1-151780 ,E(dSph)    ,-5,0
11018-3701 ,1-233399 ,Sab        ,2,0
11018-3702 ,1-576551 ,SABcd      ,6,0
11018-3703 ,1-152106 ,SBab       ,2,0
11018-3704 ,1-234172 ,Edc        ,-5,0
11018-6101 ,1-234176 ,Sbc        ,4,0
11018-6102 ,1-576550 ,SBb        ,3,0
11018-6103 ,1-233861 ,E          ,-5,0
11018-9101 ,1-233665 ,Sab        ,2,0
11018-9102 ,1-591323 ,SABcd      ,6,0
11019-12701,1-151896 ,Sab        ,2,0
11019-12702,1-622991 ,Sc         ,5,0
11019-12703,1-152053 ,Sbc        ,4,0
11019-12704,1-152000 ,Sab        ,2,0
11019-12705,1-623253 ,SBbc       ,4,0
11019-1901 ,1-151874 ,S0         ,-2,0
11019-1902 ,1-152047 ,Sa         ,1,0
11019-3701 ,1-151970 ,SABbc      ,4,0
11019-3702 ,1-152034 ,Edc        ,-5,0
11019-3703 ,1-152056 ,SB0        ,-2,0
11019-3704 ,1-152247 ,E          ,-5,0
11019-6101 ,1-233546 ,SABbc      ,4,0
11019-6102 ,1-151832 ,E          ,-5,0
11019-6103 ,1-151879 ,SB0        ,-2,0
11019-6104 ,1-152235 ,Sc         ,5,0
11019-9101 ,1-151950 ,S0         ,-2,0
11019-9102 ,1-152019 ,Sab        ,2,0
11020-12701,1-591845 ,dSph       ,10,0
11020-12702,1-244519 ,S0         ,-2,0
11020-12703,1-627142 ,E          ,-5,0
11020-12704,1-244469 ,Edc        ,-5,0
11020-12705,1-244527 ,SABab      ,2,0
11020-1901 ,1-244115 ,Sa         ,1,0
11020-1902 ,1-591992 ,S-merger   ,11,0
11020-3701 ,1-196444 ,SABa       ,1,0
11020-3702 ,1-244590 ,Sb         ,3,0
11020-3703 ,1-244629 ,SBb        ,3,0
11020-3704 ,1-244421 ,SBb        ,3,0
11020-6101 ,1-196234 ,Sc         ,5,0
11020-6102 ,1-244163 ,SABcd      ,6,0
11020-6103 ,1-591997 ,SABb       ,3,0
11020-6104 ,1-244439 ,E          ,-5,0
11020-9101 ,1-196222 ,E          ,-5,0
11020-9102 ,1-196497 ,Sa         ,1,0
11021-12701,1-195230 ,SABd       ,7,0
11021-12702,1-195861 ,SBd        ,7,0
11021-12703,1-196110 ,Sbc        ,4,0
11021-12704,1-195917 ,SABbc      ,4,0
11021-12705,1-195612 ,Edc        ,-5,0
11021-1901 ,1-195854 ,SB0        ,-2,0
11021-1902 ,1-547738 ,Sab        ,2,0
11021-3701 ,1-195671 ,Edc        ,-5,0
11021-3702 ,1-195690 ,SBa        ,1,0
11021-3703 ,1-196091 ,SBa        ,1,0
11021-3704 ,1-195684 ,SB0        ,-2,0
11021-6101 ,1-195623 ,S0a        ,0,0
11021-6102 ,1-195845 ,SABab      ,2,0
11021-6103 ,1-195843 ,SABcd      ,6,0
11021-6104 ,1-195619 ,E          ,-5,0
11021-9101 ,1-195704 ,SBa        ,1,0
11021-9102 ,1-243840 ,Sc         ,5,0
11022-12701,1-368219 ,SABc       ,5,0
11022-12702,1-82900  ,Sd         ,7,0
11022-12703,1-83138  ,Sc         ,5,0
11022-12704,1-368603 ,Sbc        ,4,0
11022-12705,1-83165  ,E          ,-5,0
11022-1901 ,1-83094  ,S0         ,-2,0
11022-1902 ,1-83031  ,SB0        ,-2,0
11022-3701 ,1-559761 ,S0         ,-2,0
11022-3702 ,1-368248 ,Sc         ,5,0
11022-3703 ,1-368625 ,SB0a       ,0,0
11022-3704 ,1-82660  ,S0         ,-2,0
11022-6101 ,1-630938 ,Sc         ,5,0
11022-6102 ,1-83113  ,S0a        ,0,0
11022-6103 ,1-368442 ,SAB0a      ,0,0
11022-6104 ,1-83151  ,SABb       ,3,0
11022-9101 ,1-368606 ,Sb         ,3,0
11022-9102 ,1-83141  ,Edc        ,-5,0
11024-12701,1-10425  ,E          ,-5,0
11024-12702,1-641190 ,Edc        ,-5,0
11024-12703,1-159169 ,SABc       ,5,0
11024-12704,1-159391 ,SABa       ,1,0
11024-12705,1-641270 ,Edc        ,-5,0
11024-1901 ,1-159382 ,Edc        ,-5,0
11024-3701 ,1-158995 ,S0         ,-2,0
11024-3703 ,1-10808  ,SABbc      ,4,0
11024-6101 ,1-158882 ,Sc         ,5,0
11024-6102 ,1-159278 ,Sbc        ,4,0
11024-6103 ,1-641156 ,SABa       ,1,0
11024-6104 ,1-10856  ,SABab      ,2,0
11024-9101 ,1-159388 ,SABab      ,2,0
11024-9102 ,1-159265 ,Scd        ,6,0
11025-12701,1-23485  ,Sc         ,5,0
11025-12702,1-24094  ,E          ,-5,0
11025-12703,1-25648  ,SABbc      ,4,0
11025-12705,1-23958  ,Edc        ,-5,0
11025-1901 ,1-24156  ,Sa         ,1,0
11025-1902 ,1-23944  ,S0a        ,0,0
11025-3701 ,1-23459  ,Sb         ,3,0
11025-3702 ,1-24041  ,E          ,-5,0
11025-3703 ,1-24091  ,Sa         ,1,0
11025-3704 ,1-24139  ,SAB0a      ,0,0
11025-6101 ,1-24055  ,Sa         ,1,0
11025-6102 ,1-23938  ,Sa         ,1,0
11025-6103 ,1-23393  ,S0         ,-2,0
11025-6104 ,1-23647  ,S-merger   ,11,0
11025-9101 ,1-24056  ,SBdm       ,8,0
11025-9102 ,1-25690  ,Sdm        ,8,0
11742-12701,1-122388 ,SABb       ,3,0
11742-12702,1-122203 ,SBd        ,7,0
11742-12703,1-154037 ,E          ,-5,0
11742-12704,1-122206 ,SABc       ,5,0
11742-12705,1-154047 ,S0         ,-2,0
11742-1901 ,1-122258 ,Edc        ,-5,0
11742-1902 ,1-154041 ,Edc        ,-5,0
